id,week,season,operator,operator_slate_id,operator_start_time,sportsdata_id,number_of_games,name,game_type,is_multi_day_slate,salary_cap,roster_slots,active,updated_at,display_name,status,league,rts_id
1014,4,2021REG,DraftKings,56998,10/3/2021 13:00,6902,1,KC vs PHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:21.6,KC vs PHI,disabled,nfl,0
1015,4,2021REG,DraftKings,56999,10/3/2021 13:00,6915,1,CAR vs DAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:26.3,CAR vs DAL,disabled,nfl,0
1016,4,2021REG,DraftKings,57000,10/3/2021 13:00,6916,1,NYG vs NO,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:31.2,NYG vs NO,disabled,nfl,0
1017,4,2021REG,DraftKings,57001,10/3/2021 13:00,6917,1,CLE vs MIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:36.4,CLE vs MIN,disabled,nfl,0
1018,4,2021REG,DraftKings,57002,10/3/2021 13:00,6918,1,IND vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:42.5,IND vs MIA,disabled,nfl,0
1019,4,2021REG,DraftKings,57003,10/3/2021 13:00,6919,1,WAS vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,38:47.2,WAS vs ATL,disabled,nfl,0
1024,4,2021REG,DraftKings,57004,10/3/2021 16:05,6894,1,SEA vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:19.7,SEA vs SF,disabled,nfl,0
1025,4,2021REG,DraftKings,57005,10/3/2021 16:05,6895,1,ARI vs LAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:24.9,ARI vs LAR,disabled,nfl,0
1027,4,2021REG,DraftKings,57006,10/3/2021 16:25,6891,1,PIT vs GB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:35.8,PIT vs GB,disabled,nfl,0
1028,4,2021REG,DraftKings,57007,10/3/2021 16:25,6892,1,BAL vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,39:40.9,BAL vs DEN,disabled,nfl,0
1034,4,2021REG,DraftKings,57008,10/3/2021 20:20,6889,1,TB vs NE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,40:09.7,TB vs NE,disabled,nfl,0
1038,4,2021REG,DraftKings,57009,10/4/2021 20:15,6887,1,LV vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,40:33.3,LV vs LAC,active,nfl,0
1074,5,2021REG,DraftKings,56823,10/7/2021 20:20,6861,1,LAR vs SEA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,53:10.3,LAR vs SEA,disabled,nfl,0
1080,5,2021REG,DraftKings,57178,10/11/2021 20:15,6956,1,IND vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,59:45.9,IND vs BAL,active,nfl,0
1085,5,2021REG,DraftKings,57268,10/10/2021 9:30,7007,1,NYJ vs ATL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,55:31.5,NYJ vs ATL,disabled,nfl,0
1087,5,2021REG,DraftKings,57269,10/10/2021 13:00,6994,1,NE vs HOU,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:18.4,NE vs HOU,disabled,nfl,0
1088,5,2021REG,DraftKings,57270,10/10/2021 13:00,6995,1,DET vs MIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:23.5,DET vs MIN,disabled,nfl,0
1089,5,2021REG,DraftKings,57271,10/10/2021 13:00,6996,1,NO vs WAS,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:30.5,NO vs WAS,disabled,nfl,0
1090,5,2021REG,DraftKings,57272,10/10/2021 13:00,6997,1,MIA vs TB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:35.8,MIA vs TB,disabled,nfl,0
1091,5,2021REG,DraftKings,57273,10/10/2021 13:00,6998,1,GB vs CIN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:40.8,GB vs CIN,disabled,nfl,0
1092,5,2021REG,DraftKings,57274,10/10/2021 13:00,6999,1,DEN vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:49.9,DEN vs PIT,disabled,nfl,0
1093,5,2021REG,DraftKings,57275,10/10/2021 13:00,7000,1,PHI vs CAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:55.1,PHI vs CAR,disabled,nfl,0
1094,5,2021REG,DraftKings,57276,10/10/2021 13:00,7001,1,TEN vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,57:00.3,TEN vs JAX,disabled,nfl,0
1097,5,2021REG,DraftKings,57277,10/10/2021 16:05,6989,1,CHI vs LV,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:23.2,CHI vs LV,disabled,nfl,0
1098,5,2021REG,DraftKings,57278,10/10/2021 16:05,6990,1,CLE vs LAC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:29.9,CLE vs LAC,disabled,nfl,0
1100,5,2021REG,DraftKings,57279,10/10/2021 16:25,6985,1,SF vs ARI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:46.1,SF vs ARI,disabled,nfl,0
1101,5,2021REG,DraftKings,57280,10/10/2021 16:25,6986,1,NYG vs DAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:55.5,NYG vs DAL,disabled,nfl,0
1103,5,2021REG,DraftKings,57281,10/10/2021 20:20,6980,1,BUF vs KC,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,59:28.4,BUF vs KC,disabled,nfl,0
1157,6,2021REG,DraftKings,57282,10/14/2021 20:20,6975,1,TB vs PHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,56:22.3,TB vs PHI,disabled,nfl,0
1165,6,2021REG,DraftKings,57735,10/17/2021 9:30,7114,1,MIA vs JAX,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,57:03.4,MIA vs JAX,disabled,nfl,0
1168,6,2021REG,DraftKings,57736,10/17/2021 13:00,7107,1,HOU vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:00.8,HOU vs IND,disabled,nfl,0
1169,6,2021REG,DraftKings,57737,10/17/2021 13:00,7108,1,GB vs CHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:04.5,GB vs CHI,disabled,nfl,0
1170,6,2021REG,DraftKings,57738,10/17/2021 13:00,7109,1,KC vs WAS,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:08.1,KC vs WAS,disabled,nfl,0
1171,6,2021REG,DraftKings,57739,10/17/2021 13:00,7110,1,LAR vs NYG,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:11.5,LAR vs NYG,disabled,nfl,0
1172,6,2021REG,DraftKings,57740,10/17/2021 13:00,7111,1,CIN vs DET,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:14.9,CIN vs DET,disabled,nfl,0
1173,6,2021REG,DraftKings,57741,10/17/2021 13:00,7112,1,LAC vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:18.2,LAC vs BAL,disabled,nfl,0
1174,6,2021REG,DraftKings,57742,10/17/2021 13:00,7113,1,MIN vs CAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,58:21.7,MIN vs CAR,disabled,nfl,0
1176,6,2021REG,DraftKings,57743,10/17/2021 16:05,7106,1,ARI vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,31:02.5,ARI vs CLE,disabled,nfl,0
1178,6,2021REG,DraftKings,57744,10/17/2021 16:25,7104,1,LV vs DEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,31:03.0,LV vs DEN,disabled,nfl,0
1179,6,2021REG,DraftKings,57745,10/17/2021 16:25,7105,1,DAL vs NE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,31:04.9,DAL vs NE,disabled,nfl,0
1181,6,2021REG,DraftKings,57746,10/17/2021 20:20,7103,1,SEA vs PIT,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,31:05.4,SEA vs PIT,disabled,nfl,0
1183,6,2021REG,DraftKings,57747,10/18/2021 20:15,7102,1,BUF vs TEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,59:20.3,BUF vs TEN,active,nfl,0
1230,7,2021REG,DraftKings,57748,10/21/2021 20:20,7101,1,DEN vs CLE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,42:29.8,DEN vs CLE,disabled,nfl,0
1234,7,2021REG,DraftKings,57840,10/24/2021 13:00,7147,1,CAR vs NYG,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,43:24.2,CAR vs NYG,disabled,nfl,0
1237,7,2021REG,DraftKings,58077,10/24/2021 13:00,7186,1,NYJ vs NE,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:28.1,NYJ vs NE,disabled,nfl,0
1238,7,2021REG,DraftKings,58078,10/24/2021 13:00,7187,1,KC vs TEN,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:33.2,KC vs TEN,disabled,nfl,0
1239,7,2021REG,DraftKings,58079,10/24/2021 13:00,7188,1,WAS vs GB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:41.1,WAS vs GB,disabled,nfl,0
1240,7,2021REG,DraftKings,58080,10/24/2021 13:00,7189,1,ATL vs MIA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:45.9,ATL vs MIA,disabled,nfl,0
1241,7,2021REG,DraftKings,58081,10/24/2021 13:00,7190,1,CIN vs BAL,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,44:53.0,CIN vs BAL,disabled,nfl,0
1242,7,2021REG,DraftKings,58082,10/24/2021 16:05,7183,1,DET vs LAR,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,45:34.3,DET vs LAR,disabled,nfl,0
1243,7,2021REG,DraftKings,58083,10/24/2021 16:05,7184,1,PHI vs LV,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,45:41.1,PHI vs LV,disabled,nfl,0
1245,7,2021REG,DraftKings,58084,10/24/2021 16:25,7180,1,HOU vs ARI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,46:00.3,HOU vs ARI,disabled,nfl,0
1246,7,2021REG,DraftKings,58085,10/24/2021 16:25,7181,1,CHI vs TB,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,46:08.8,CHI vs TB,disabled,nfl,0
1248,7,2021REG,DraftKings,58086,10/24/2021 20:20,7178,1,IND vs SF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,46:38.8,IND vs SF,disabled,nfl,0
1250,7,2021REG,DraftKings,58087,10/25/2021 20:15,7176,1,NO vs SEA,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,47:10.0,NO vs SEA,active,nfl,0
1296,8,2021REG,DraftKings,58088,10/28/2021 20:20,7174,1,GB vs ARI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,09:07.0,GB vs ARI,disabled,nfl,0
1303,8,2021REG,DraftKings,58416,10/31/2021 13:00,7272,1,MIA vs BUF,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:07.2,MIA vs BUF,disabled,nfl,0
1304,8,2021REG,DraftKings,58417,10/31/2021 13:00,7273,1,LAR vs HOU,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:14.2,LAR vs HOU,disabled,nfl,0
1305,8,2021REG,DraftKings,58418,10/31/2021 13:00,7274,1,SF vs CHI,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:20.3,SF vs CHI,disabled,nfl,0
1306,8,2021REG,DraftKings,58419,10/31/2021 13:00,7275,1,CIN vs NYJ,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:30.5,CIN vs NYJ,disabled,nfl,0
1307,8,2021REG,DraftKings,58420,10/31/2021 13:00,7276,1,TEN vs IND,Showdown Captain Mode,FALSE,50000,"CPT,FLEX,FLEX,FLEX,FLEX,FLEX",FALSE,12:36.3,TEN vs IND,disabled,nfl,0
