Lineup,Count,Expected Dupes (Simple Method),Slate Id,Simmed Duplicates
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Evan McPherson FLEX Samaje Perine,1,2.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Evan McPherson FLEX Bengals ,10,4.0,2207,3.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Samaje Perine,5,1.0,2207,4.0
CPT Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,7,15.0,2207,19.0
CPT Tee Higgins FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,10,7.0,2207,8.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,22,5.0,2207,11.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,13,7.0,2207,10.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Samaje Perine,3,1.0,2207,1.0
CPT Joe Burrow FLEX Patrick Mahomes FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,3,8.0,2207,1.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,71,8.0,2207,24.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,3,3.0,2207,6.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,7,3.0,2207,5.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,9,4.0,2207,1.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,13,4.0,2207,6.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Samaje Perine,2,1.0,2207,1.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Mecole Hardman FLEX Evan McPherson FLEX Samaje Perine,1,1.0,2207,0.0
CPT Tyreek Hill FLEX Patrick Mahomes FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,3,7.0,2207,7.0
CPT Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Samaje Perine,1,1.0,2207,0.0
CPT Jerick McKinnon FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson,88,16.0,2207,42.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman,19,3.0,2207,4.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,3,7.0,2207,7.0
CPT Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Evan McPherson,5,4.0,2207,4.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Tee Higgins FLEX Bengals  FLEX Samaje Perine,1,0.0,2207,0.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,2,2.0,2207,2.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Samaje Perine,3,2.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,3,10.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Harrison Butker FLEX Samaje Perine,5,3.0,2207,2.0
CPT Travis Kelce FLEX Joe Burrow FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Mecole Hardman,11,8.0,2207,6.0
CPT Tee Higgins FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Evan McPherson FLEX Samaje Perine,1,2.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,8,4.0,2207,11.0
CPT Jerick McKinnon FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman,2,5.0,2207,1.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Evan McPherson FLEX Bengals ,12,4.0,2207,13.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Tee Higgins FLEX Samaje Perine,1,1.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Samaje Perine,1,1.0,2207,0.0
CPT Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,1,5.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Evan McPherson FLEX Samaje Perine,4,2.0,2207,9.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Tee Higgins FLEX Harrison Butker FLEX Samaje Perine,3,2.0,2207,2.0
CPT Tee Higgins FLEX Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,2,6.0,2207,0.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Tee Higgins FLEX Bengals  FLEX Samaje Perine,2,0.0,2207,1.0
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Mecole Hardman FLEX Samaje Perine,1,1.0,2207,2.0
CPT Jerick McKinnon FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Samaje Perine,1,3.0,2207,1.0
CPT Ja'Marr Chase FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson FLEX Samaje Perine,3,2.0,2207,0.0
CPT Tee Higgins FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Evan McPherson,89,15.0,2207,38.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Tyler Boyd FLEX Samaje Perine,17,4.0,2207,6.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Evan McPherson FLEX Bengals ,2,2.0,2207,5.0
CPT Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,6,10.0,2207,7.0
CPT Travis Kelce FLEX Joe Burrow FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Evan McPherson,7,12.0,2207,7.0
CPT Jerick McKinnon FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson,2,8.0,2207,6.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,1,3.0,2207,2.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,1,3.0,2207,1.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,2,3.0,2207,0.0
CPT Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,5,2.0,2207,4.0
CPT Jerick McKinnon FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Tee Higgins FLEX Samaje Perine,1,2.0,2207,0.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Mecole Hardman FLEX Samaje Perine,1,1.0,2207,0.0
CPT Mecole Hardman FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,1,4.0,2207,1.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Tee Higgins FLEX Tyler Boyd FLEX Samaje Perine,16,3.0,2207,4.0
CPT Joe Mixon FLEX Patrick Mahomes FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Evan McPherson,32,7.0,2207,10.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,1,5.0,2207,2.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Evan McPherson,8,7.0,2207,4.0
CPT Joe Burrow FLEX Patrick Mahomes FLEX Travis Kelce FLEX Tee Higgins FLEX Harrison Butker FLEX Samaje Perine,3,2.0,2207,4.0
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Evan McPherson FLEX Samaje Perine,1,2.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Harrison Butker,4,4.0,2207,6.0
CPT Jerick McKinnon FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman,38,8.0,2207,14.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Bengals  FLEX Samaje Perine,1,1.0,2207,1.0
CPT Ja'Marr Chase FLEX Patrick Mahomes FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,5,4.0,2207,5.0
CPT Samaje Perine FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon,2,0.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Mecole Hardman FLEX Harrison Butker FLEX Evan McPherson,1,5.0,2207,0.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Mecole Hardman,14,2.0,2207,4.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Drew Sample,2,1.0,2207,4.0
CPT Mecole Hardman FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,1,2.0,2207,1.0
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Evan McPherson FLEX Bengals ,2,2.0,2207,0.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Evan McPherson FLEX Bengals ,2,2.0,2207,3.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Evan McPherson,31,3.0,2207,15.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Bengals  FLEX Samaje Perine,1,0.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Tee Higgins FLEX Harrison Butker,7,2.0,2207,3.0
CPT Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,1,1.0,2207,2.0
CPT Tee Higgins FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,1,3.0,2207,1.0
CPT Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,4,3.0,2207,7.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Evan McPherson FLEX Samaje Perine,6,3.0,2207,3.0
CPT Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Samaje Perine,1,2.0,2207,0.0
CPT Travis Kelce FLEX Joe Burrow FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Samaje Perine,1,2.0,2207,0.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Evan McPherson,33,15.0,2207,27.0
CPT Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Mecole Hardman FLEX Harrison Butker FLEX Evan McPherson,3,9.0,2207,0.0
CPT Samaje Perine FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon,1,0.0,2207,0.0
CPT Jerick McKinnon FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson,12,12.0,2207,24.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Harrison Butker FLEX Samaje Perine,1,3.0,2207,1.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman,5,2.0,2207,2.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Tyler Boyd,56,6.0,2207,10.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Joe Burrow FLEX Tee Higgins FLEX Tyler Boyd FLEX Samaje Perine,4,2.0,2207,1.0
CPT Joe Mixon FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Evan McPherson,2,6.0,2207,1.0
CPT Evan McPherson FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,1,4.0,2207,0.0
CPT Tee Higgins FLEX Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman,6,8.0,2207,9.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Mixon FLEX Tee Higgins FLEX Mecole Hardman FLEX Bengals ,2,2.0,2207,1.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Byron Pringle FLEX Samaje Perine,18,4.0,2207,5.0
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Harrison Butker FLEX Evan McPherson,9,9.0,2207,7.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Harrison Butker FLEX Evan McPherson,22,7.0,2207,19.0
CPT Jerick McKinnon FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman,5,6.0,2207,3.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,1,2.0,2207,0.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Harrison Butker,4,4.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Tee Higgins FLEX Jerick McKinnon,3,4.0,2207,3.0
CPT Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,1,9.0,2207,0.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Mecole Hardman FLEX Harrison Butker FLEX Evan McPherson,9,5.0,2207,2.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Evan McPherson FLEX Samaje Perine,2,1.0,2207,3.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Michael Burton,2,1.0,2207,3.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Blake Bell,7,2.0,2207,1.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Trenton Irwin,1,0.0,2207,2.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Josh Gordon,1,0.0,2207,4.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Mike Thomas,1,0.0,2207,4.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Bengals ,1,2.0,2207,0.0
CPT Ja'Marr Chase FLEX Patrick Mahomes FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,1,11.0,2207,1.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Samaje Perine,1,2.0,2207,1.0
CPT Samaje Perine FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Tee Higgins,2,0.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Evan McPherson FLEX Marcus Kemp,1,0.0,2207,4.0
CPT Joe Mixon FLEX Tyreek Hill FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Evan McPherson,1,3.0,2207,1.0
CPT Mecole Hardman FLEX Tyreek Hill FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Evan McPherson,3,2.0,2207,1.0
CPT Joe Burrow FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Evan McPherson FLEX Samaje Perine,11,1.0,2207,3.0
CPT Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tyler Boyd FLEX Mecole Hardman FLEX Evan McPherson,12,14.0,2207,7.0
CPT Tee Higgins FLEX Tyreek Hill FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman,6,5.0,2207,4.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Chiefs  FLEX Samaje Perine,3,2.0,2207,0.0
CPT Travis Kelce FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Tee Higgins FLEX Jerick McKinnon FLEX Mecole Hardman,6,6.0,2207,3.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Harrison Butker,1,12.0,2207,2.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Bengals ,9,1.0,2207,4.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Harrison Butker FLEX Evan McPherson,14,5.0,2207,3.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tyler Boyd FLEX Samaje Perine,11,4.0,2207,4.0
CPT Jerick McKinnon FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman,1,4.0,2207,2.0
CPT Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Mecole Hardman FLEX Drew Sample,1,1.0,2207,0.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Tee Higgins FLEX Samaje Perine,1,0.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Mixon FLEX Tee Higgins FLEX Mecole Hardman FLEX Harrison Butker,31,6.0,2207,7.0
CPT Tee Higgins FLEX Joe Burrow FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Evan McPherson,12,12.0,2207,7.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Tee Higgins FLEX Mecole Hardman FLEX Darrel Williams,4,4.0,2207,1.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Mixon FLEX Tee Higgins FLEX Evan McPherson FLEX Bengals ,2,2.0,2207,0.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Tee Higgins FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,2,5.0,2207,2.0
CPT Joe Mixon FLEX Tyreek Hill FLEX Joe Burrow FLEX Travis Kelce FLEX Evan McPherson FLEX Samaje Perine,2,2.0,2207,2.0
CPT Travis Kelce FLEX Tyreek Hill FLEX Joe Burrow FLEX Tee Higgins FLEX Evan McPherson FLEX Chiefs ,1,5.0,2207,3.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Mecole Hardman FLEX Evan McPherson FLEX Bengals ,1,2.0,2207,0.0
CPT Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Mecole Hardman FLEX Evan McPherson,2,9.0,2207,0.0
CPT Samaje Perine FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Evan McPherson,1,0.0,2207,0.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Mecole Hardman FLEX Drew Sample,1,1.0,2207,1.0
CPT Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson FLEX Bengals ,12,1.0,2207,7.0
CPT Travis Kelce FLEX Patrick Mahomes FLEX Tyreek Hill FLEX Joe Mixon FLEX Bengals  FLEX Samaje Perine,1,0.0,2207,0.0
CPT Travis Kelce FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Jerick McKinnon FLEX Samaje Perine,3,3.0,2207,2.0
CPT Jerick McKinnon FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Evan McPherson,3,9.0,2207,2.0
CPT Tee Higgins FLEX Patrick Mahomes FLEX Joe Mixon FLEX Travis Kelce FLEX Jerick McKinnon FLEX Samaje Perine,1,3.0,2207,1.0
CPT Tee Higgins FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Mecole Hardman FLEX Evan McPherson,1,4.0,2207,0.0
CPT Tyreek Hill FLEX Patrick Mahomes FLEX Travis Kelce FLEX Mecole Hardman FLEX Harrison Butker FLEX Evan McPherson,2,4.0,2207,1.0
CPT Evan McPherson FLEX Patrick Mahomes FLEX Joe Burrow FLEX Travis Kelce FLEX Tee Higgins FLEX Tyler Boyd,3,6.0,2207,9.0
CPT Jerick McKinnon FLEX Tyreek Hill FLEX Joe Burrow FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Samaje Perine,2,2.0,2207,3.0
CPT Patrick Mahomes FLEX Tyreek Hill FLEX Travis Kelce FLEX Tyler Boyd FLEX Mecole Hardman FLEX Evan McPherson,29,8.0,2207,11.0
CPT Mecole Hardman FLEX Tyreek Hill FLEX Ja'Marr Chase FLEX Joe Mixon FLEX Travis Kelce FLEX Evan McPherson,2,1.0,2207,1.0
CPT Mecole Hardman FLEX Patrick Mahomes FLEX Ja'Marr Chase FLEX Travis Kelce FLEX Tee Higgins FLEX Bengals ,2,1.0,2207,0.0
