"slate_id","game_id","active","operator_game_id"
146,38,True,""
146,47,True,""
146,34,True,""
146,40,True,""
146,39,True,""
146,41,True,""
146,37,True,""
146,36,True,""
146,35,True,""
146,43,True,""
146,42,True,""
146,44,True,""
146,46,True,""
146,45,True,""
146,48,True,""
147,38,True,""
148,35,True,""
149,34,True,""
150,39,True,""
151,36,True,""
152,40,True,""
153,41,True,""
154,37,True,""
155,35,True,""
156,38,True,""
157,34,True,""
158,43,True,""
158,42,True,""
158,44,True,""
158,46,True,""
158,45,True,""
159,43,True,""
160,42,True,""
161,44,True,""
161,46,True,""
161,45,True,""
162,46,True,""
163,44,True,""
164,45,True,""
165,46,True,""
166,47,True,""
166,48,True,""
167,47,True,""
168,47,True,""
169,47,True,""
170,48,True,""
171,49,True,""
171,48,True,""
172,48,True,""
173,48,True,""
174,33,True,""
175,45,True,""
175,48,True,""
175,41,True,""
175,40,True,""
175,35,True,""
175,44,True,""
175,39,True,""
175,46,True,""
175,34,True,""
175,43,True,""
175,36,True,""
175,33,True,""
175,42,True,""
175,37,True,""
175,47,True,""
175,38,True,""
176,33,True,""
177,33,True,""
178,45,True,""
178,41,True,""
178,40,True,""
178,35,True,""
178,44,True,""
178,39,True,""
178,46,True,""
178,34,True,""
178,43,True,""
178,36,True,""
178,42,True,""
178,37,True,""
178,38,True,""
179,41,True,""
179,40,True,""
179,35,True,""
179,36,True,""
179,39,True,""
179,37,True,""
179,34,True,""
179,38,True,""
180,45,True,""
180,48,True,""
180,41,True,""
180,40,True,""
180,35,True,""
180,44,True,""
180,39,True,""
180,46,True,""
180,34,True,""
180,43,True,""
180,36,True,""
180,42,True,""
180,37,True,""
180,47,True,""
180,38,True,""
181,40,True,""
182,43,True,""
182,45,True,""
182,44,True,""
182,42,True,""
182,46,True,""
183,43,True,""
183,45,True,""
183,48,True,""
183,44,True,""
183,42,True,""
183,46,True,""
183,47,True,""
184,43,True,""
185,45,True,""
185,44,True,""
185,46,True,""
186,44,True,""
187,46,True,""
188,45,True,""
189,48,True,""
189,47,True,""
190,47,True,""
191,47,True,""
192,47,True,""
193,48,True,""
194,48,True,""
194,49,True,""
195,48,True,""
196,48,True,""
197,33,True,""
197,38,True,""
197,34,True,""
197,40,True,""
197,39,True,""
197,41,True,""
197,37,True,""
197,36,True,""
197,35,True,""
197,43,True,""
197,42,True,""
197,44,True,""
197,46,True,""
197,45,True,""
197,47,True,""
197,48,True,""
198,38,True,""
198,34,True,""
198,40,True,""
198,39,True,""
198,41,True,""
198,37,True,""
198,36,True,""
198,35,True,""
198,43,True,""
198,42,True,""
198,44,True,""
198,46,True,""
198,45,True,""
198,47,True,""
199,38,True,""
199,34,True,""
199,40,True,""
199,39,True,""
199,41,True,""
199,37,True,""
199,36,True,""
199,35,True,""
200,43,True,""
200,42,True,""
200,44,True,""
200,46,True,""
200,45,True,""
200,47,True,""
201,47,True,""
201,48,True,""
202,48,True,""
202,49,True,""
203,49,True,""
204,53,True,""
204,64,True,""
204,49,True,""
204,60,True,""
204,50,True,""
204,58,True,""
204,56,True,""
204,55,True,""
204,51,True,""
204,52,True,""
204,54,True,""
204,59,True,""
204,61,True,""
204,63,True,""
204,62,True,""
205,49,True,""
206,49,True,""
207,53,True,""
207,60,True,""
207,50,True,""
207,58,True,""
207,56,True,""
207,55,True,""
207,51,True,""
207,52,True,""
207,54,True,""
207,59,True,""
207,61,True,""
207,63,True,""
208,53,True,""
208,60,True,""
208,50,True,""
208,58,True,""
208,56,True,""
208,55,True,""
208,51,True,""
208,52,True,""
208,54,True,""
209,53,True,""
209,64,True,""
209,60,True,""
209,50,True,""
209,58,True,""
209,56,True,""
209,55,True,""
209,51,True,""
209,52,True,""
209,54,True,""
209,59,True,""
209,61,True,""
209,63,True,""
209,62,True,""
210,52,True,""
211,53,True,""
212,55,True,""
213,56,True,""
214,51,True,""
215,54,True,""
216,57,True,""
217,50,True,""
218,58,True,""
219,55,True,""
220,53,True,""
221,52,True,""
222,59,True,""
222,61,True,""
222,63,True,""
223,59,True,""
224,61,True,""
224,63,True,""
225,63,True,""
226,61,True,""
227,60,True,""
228,60,True,""
228,61,True,""
229,63,True,""
230,61,True,""
231,64,True,""
231,62,True,""
232,62,True,""
233,62,True,""
234,62,True,""
235,63,True,""
236,64,True,""
236,63,True,""
237,63,True,""
238,64,True,""
238,65,True,""
239,64,True,""
240,64,True,""
241,64,True,""
242,49,True,""
243,59,True,""
243,52,True,""
243,60,True,""
243,54,True,""
243,50,True,""
243,51,True,""
243,61,True,""
243,55,True,""
243,63,True,""
243,49,True,""
243,53,True,""
243,56,True,""
243,58,True,""
243,64,True,""
243,62,True,""
244,49,True,""
245,49,True,""
246,59,True,""
246,52,True,""
246,60,True,""
246,54,True,""
246,50,True,""
246,51,True,""
246,61,True,""
246,55,True,""
246,53,True,""
246,56,True,""
246,58,True,""
247,55,True,""
247,57,True,""
247,53,True,""
247,52,True,""
247,56,True,""
247,58,True,""
247,60,True,""
247,54,True,""
247,50,True,""
247,51,True,""
248,59,True,""
248,52,True,""
248,60,True,""
248,54,True,""
248,50,True,""
248,51,True,""
248,61,True,""
248,55,True,""
248,53,True,""
248,56,True,""
248,58,True,""
248,64,True,""
248,62,True,""
249,55,True,""
249,53,True,""
249,52,True,""
249,56,True,""
249,58,True,""
249,60,True,""
249,50,True,""
249,51,True,""
250,52,True,""
251,53,True,""
252,59,True,""
252,61,True,""
253,59,True,""
253,64,True,""
253,62,True,""
253,61,True,""
254,59,True,""
255,63,True,""
255,61,True,""
256,61,True,""
257,60,True,""
257,61,True,""
258,64,True,""
258,62,True,""
259,62,True,""
260,62,True,""
261,62,True,""
262,63,True,""
462,118,True,""
263,63,True,""
263,64,True,""
264,64,True,""
265,64,True,""
266,64,True,""
267,49,True,""
267,53,True,""
267,60,True,""
267,50,True,""
267,58,True,""
267,57,True,""
267,56,True,""
267,55,True,""
267,51,True,""
267,52,True,""
267,54,True,""
267,59,True,""
267,61,True,""
267,63,True,""
267,62,True,""
267,64,True,""
268,53,True,""
268,60,True,""
268,50,True,""
268,58,True,""
268,57,True,""
268,56,True,""
268,55,True,""
268,51,True,""
268,52,True,""
268,54,True,""
268,59,True,""
268,61,True,""
268,62,True,""
269,53,True,""
269,60,True,""
269,50,True,""
269,58,True,""
269,57,True,""
269,56,True,""
269,55,True,""
269,51,True,""
269,52,True,""
269,54,True,""
270,59,True,""
270,61,True,""
270,62,True,""
271,60,True,""
271,61,True,""
271,62,True,""
272,62,True,""
272,64,True,""
273,63,True,""
273,64,True,""
274,65,True,""
275,78,True,""
275,70,True,""
275,66,True,""
275,65,True,""
275,72,True,""
275,71,True,""
275,67,True,""
275,68,True,""
275,69,True,""
275,73,True,""
275,75,True,""
275,74,True,""
275,77,True,""
275,88,True,""
276,65,True,""
277,65,True,""
278,70,True,""
278,66,True,""
278,72,True,""
278,71,True,""
278,67,True,""
278,68,True,""
278,69,True,""
278,73,True,""
278,75,True,""
278,74,True,""
279,70,True,""
279,66,True,""
279,72,True,""
279,71,True,""
279,67,True,""
279,68,True,""
279,69,True,""
280,70,True,""
280,66,True,""
280,72,True,""
280,71,True,""
280,67,True,""
280,68,True,""
280,69,True,""
280,73,True,""
280,75,True,""
280,74,True,""
280,78,True,""
280,77,True,""
280,88,True,""
281,69,True,""
282,67,True,""
283,66,True,""
284,68,True,""
285,70,True,""
286,71,True,""
287,72,True,""
288,66,True,""
289,67,True,""
290,69,True,""
291,73,True,""
291,75,True,""
291,74,True,""
292,73,True,""
293,75,True,""
293,74,True,""
294,75,True,""
295,74,True,""
296,75,True,""
297,77,True,""
298,78,True,""
298,77,True,""
299,77,True,""
300,77,True,""
301,76,True,""
302,78,True,""
302,76,True,""
303,76,True,""
304,78,True,""
305,78,True,""
305,94,True,""
305,79,True,""
308,78,True,""
309,78,True,""
310,79,True,""
311,85,True,""
311,81,True,""
311,82,True,""
311,83,True,""
311,84,True,""
311,80,True,""
311,86,True,""
311,89,True,""
311,90,True,""
311,92,True,""
311,93,True,""
311,95,True,""
311,79,True,""
312,79,True,""
313,79,True,""
314,65,True,""
315,66,True,""
315,67,True,""
315,79,True,""
315,75,True,""
315,77,True,""
315,74,True,""
315,71,True,""
315,78,True,""
315,70,True,""
315,72,True,""
315,69,True,""
315,76,True,""
315,73,True,""
315,68,True,""
315,65,True,""
316,65,True,""
317,65,True,""
318,74,True,""
318,71,True,""
318,66,True,""
318,70,True,""
318,72,True,""
318,69,True,""
318,67,True,""
318,73,True,""
318,75,True,""
318,68,True,""
319,71,True,""
319,66,True,""
319,70,True,""
319,72,True,""
319,69,True,""
319,67,True,""
319,68,True,""
320,66,True,""
320,67,True,""
320,75,True,""
320,77,True,""
320,74,True,""
320,71,True,""
320,78,True,""
320,70,True,""
320,72,True,""
320,69,True,""
320,73,True,""
320,68,True,""
321,69,True,""
322,71,True,""
323,74,True,""
323,73,True,""
323,75,True,""
324,74,True,""
324,78,True,""
324,73,True,""
324,75,True,""
324,77,True,""
325,73,True,""
326,75,True,""
327,74,True,""
328,74,True,""
328,75,True,""
329,78,True,""
329,77,True,""
330,77,True,""
331,77,True,""
332,77,True,""
333,78,True,""
334,79,True,""
335,65,True,""
335,70,True,""
335,66,True,""
335,72,True,""
335,79,True,""
335,71,True,""
335,67,True,""
335,68,True,""
335,69,True,""
335,73,True,""
335,76,True,""
335,75,True,""
335,74,True,""
335,77,True,""
335,78,True,""
336,70,True,""
336,66,True,""
336,72,True,""
336,71,True,""
336,67,True,""
336,68,True,""
336,69,True,""
336,73,True,""
336,75,True,""
336,74,True,""
336,77,True,""
337,70,True,""
337,66,True,""
337,72,True,""
337,71,True,""
337,67,True,""
337,68,True,""
337,69,True,""
338,73,True,""
338,75,True,""
338,74,True,""
338,77,True,""
339,77,True,""
339,78,True,""
340,76,True,""
340,78,True,""
341,78,True,""
341,79,True,""
342,85,True,""
342,81,True,""
342,82,True,""
342,83,True,""
342,84,True,""
342,80,True,""
342,87,True,""
342,86,True,""
342,89,True,""
342,90,True,""
342,92,True,""
343,85,True,""
343,91,True,""
343,81,True,""
343,82,True,""
343,83,True,""
343,84,True,""
343,80,True,""
343,87,True,""
343,86,True,""
343,92,True,""
343,88,True,""
344,85,True,""
344,81,True,""
344,82,True,""
344,83,True,""
344,84,True,""
344,80,True,""
344,87,True,""
344,86,True,""
344,88,True,""
345,96,True,""
346,109,True,""
346,102,True,""
346,103,True,""
346,97,True,""
346,96,True,""
346,99,True,""
346,100,True,""
346,105,True,""
346,110,True,""
346,107,True,""
346,106,True,""
346,111,True,""
346,108,True,""
346,104,True,""
347,109,True,""
347,102,True,""
347,103,True,""
347,97,True,""
347,96,True,""
347,99,True,""
347,100,True,""
347,105,True,""
347,110,True,""
347,107,True,""
347,106,True,""
347,111,True,""
347,108,True,""
347,104,True,""
348,96,True,""
349,96,True,""
350,109,True,""
350,102,True,""
350,103,True,""
350,97,True,""
350,99,True,""
350,100,True,""
350,105,True,""
350,110,True,""
350,107,True,""
350,108,True,""
350,104,True,""
350,106,True,""
351,102,True,""
351,103,True,""
351,97,True,""
351,99,True,""
351,100,True,""
351,105,True,""
351,104,True,""
352,109,True,""
352,102,True,""
352,103,True,""
352,97,True,""
352,99,True,""
352,100,True,""
352,105,True,""
352,110,True,""
352,107,True,""
352,106,True,""
352,111,True,""
352,108,True,""
352,104,True,""
353,104,True,""
354,100,True,""
355,97,True,""
356,105,True,""
357,103,True,""
358,102,True,""
359,99,True,""
360,100,True,""
361,104,True,""
362,97,True,""
363,106,True,""
364,109,True,""
364,110,True,""
364,107,True,""
364,108,True,""
364,106,True,""
365,110,True,""
366,106,True,""
367,109,True,""
367,107,True,""
367,108,True,""
368,109,True,""
369,108,True,""
370,107,True,""
371,109,True,""
372,106,True,""
372,111,True,""
373,110,True,""
374,110,True,""
374,111,True,""
377,110,True,""
378,110,True,""
379,111,True,""
380,111,True,""
380,112,True,""
381,111,True,""
382,111,True,""
383,96,True,""
384,107,True,""
384,102,True,""
384,110,True,""
384,111,True,""
384,105,True,""
384,109,True,""
384,96,True,""
384,106,True,""
384,103,True,""
384,108,True,""
384,99,True,""
384,104,True,""
384,97,True,""
384,100,True,""
385,107,True,""
385,102,True,""
385,103,True,""
385,110,True,""
385,108,True,""
385,99,True,""
385,104,True,""
385,97,True,""
385,100,True,""
385,105,True,""
385,109,True,""
386,102,True,""
386,103,True,""
386,99,True,""
386,104,True,""
386,97,True,""
386,100,True,""
386,105,True,""
387,107,True,""
387,102,True,""
387,110,True,""
387,111,True,""
387,105,True,""
387,109,True,""
387,106,True,""
387,103,True,""
387,108,True,""
387,99,True,""
387,104,True,""
387,97,True,""
387,100,True,""
388,102,True,""
389,104,True,""
390,107,True,""
390,110,True,""
390,108,True,""
390,111,True,""
390,109,True,""
390,106,True,""
391,106,True,""
392,107,True,""
392,108,True,""
392,109,True,""
393,107,True,""
393,110,True,""
393,108,True,""
393,109,True,""
394,107,True,""
395,108,True,""
396,109,True,""
397,110,True,""
398,110,True,""
398,111,True,""
399,112,True,""
399,111,True,""
400,111,True,""
401,96,True,""
401,102,True,""
401,103,True,""
401,97,True,""
401,99,True,""
401,100,True,""
401,105,True,""
401,104,True,""
401,110,True,""
401,109,True,""
401,107,True,""
401,108,True,""
401,106,True,""
401,111,True,""
402,102,True,""
402,103,True,""
402,97,True,""
402,99,True,""
402,100,True,""
402,105,True,""
402,104,True,""
403,102,True,""
403,103,True,""
403,97,True,""
403,99,True,""
403,100,True,""
403,105,True,""
403,104,True,""
403,110,True,""
403,109,True,""
403,107,True,""
403,108,True,""
403,106,True,""
404,110,True,""
404,109,True,""
404,107,True,""
404,108,True,""
404,106,True,""
405,106,True,""
405,111,True,""
406,110,True,""
406,111,True,""
407,111,True,""
407,112,True,""
408,112,True,""
409,117,True,""
409,121,True,""
409,118,True,""
409,123,True,""
409,125,True,""
409,113,True,""
409,112,True,""
409,115,True,""
409,116,True,""
409,114,True,""
409,119,True,""
409,120,True,""
409,124,True,""
409,126,True,""
410,112,True,""
411,112,True,""
412,117,True,""
412,121,True,""
412,118,True,""
412,123,True,""
412,113,True,""
412,115,True,""
412,116,True,""
412,114,True,""
412,119,True,""
412,120,True,""
412,124,True,""
413,117,True,""
413,118,True,""
413,113,True,""
413,115,True,""
413,116,True,""
413,114,True,""
413,119,True,""
413,120,True,""
414,117,True,""
414,121,True,""
414,118,True,""
414,123,True,""
414,125,True,""
414,113,True,""
414,115,True,""
414,116,True,""
414,114,True,""
414,119,True,""
414,120,True,""
414,124,True,""
414,126,True,""
415,118,True,""
416,113,True,""
417,116,True,""
418,120,True,""
419,119,True,""
420,117,True,""
421,115,True,""
422,114,True,""
423,118,True,""
424,116,True,""
425,113,True,""
426,121,True,""
426,123,True,""
426,124,True,""
427,121,True,""
428,123,True,""
428,124,True,""
429,124,True,""
430,123,True,""
431,124,True,""
432,125,True,""
433,125,True,""
433,126,True,""
434,125,True,""
435,125,True,""
436,126,True,""
437,127,True,""
437,126,True,""
438,126,True,""
439,126,True,""
440,112,True,""
441,115,True,""
441,124,True,""
441,123,True,""
441,118,True,""
441,119,True,""
441,114,True,""
441,121,True,""
441,116,True,""
441,125,True,""
441,113,True,""
441,126,True,""
441,117,True,""
441,120,True,""
441,112,True,""
442,115,True,""
442,124,True,""
442,123,True,""
442,117,True,""
442,118,True,""
442,119,True,""
442,114,True,""
442,121,True,""
442,120,True,""
442,116,True,""
442,113,True,""
443,115,True,""
443,117,True,""
443,118,True,""
443,119,True,""
443,114,True,""
443,120,True,""
443,116,True,""
443,113,True,""
444,115,True,""
444,124,True,""
444,123,True,""
444,118,True,""
444,119,True,""
444,114,True,""
444,121,True,""
444,116,True,""
444,125,True,""
444,113,True,""
444,126,True,""
444,117,True,""
444,120,True,""
445,114,True,""
446,113,True,""
447,124,True,""
447,123,True,""
447,121,True,""
448,124,True,""
448,126,True,""
448,123,True,""
448,121,True,""
448,125,True,""
449,121,True,""
450,124,True,""
450,123,True,""
451,123,True,""
452,124,True,""
453,126,True,""
453,125,True,""
454,125,True,""
455,125,True,""
456,125,True,""
457,127,True,""
457,126,True,""
458,126,True,""
459,126,True,""
460,126,True,""
461,112,True,""
461,117,True,""
461,118,True,""
461,113,True,""
461,115,True,""
461,116,True,""
461,114,True,""
461,119,True,""
461,120,True,""
461,121,True,""
461,123,True,""
461,124,True,""
461,125,True,""
461,126,True,""
462,113,True,""
462,116,True,""
462,119,True,""
462,121,True,""
462,124,True,""
463,117,True,""
463,113,True,""
463,116,True,""
463,119,True,""
464,121,True,""
464,124,True,""
465,125,True,""
465,126,True,""
466,126,True,""
466,127,True,""
467,127,True,""
468,136,True,""
468,132,True,""
468,140,True,""
468,129,True,""
468,128,True,""
468,137,True,""
468,127,True,""
468,130,True,""
468,131,True,""
468,133,True,""
468,135,True,""
468,134,True,""
468,138,True,""
468,139,True,""
469,127,True,""
470,127,True,""
471,136,True,""
471,132,True,""
471,129,True,""
471,128,True,""
471,137,True,""
471,130,True,""
471,131,True,""
471,133,True,""
471,135,True,""
471,134,True,""
471,138,True,""
472,132,True,""
472,129,True,""
472,128,True,""
472,130,True,""
472,131,True,""
472,133,True,""
472,135,True,""
472,134,True,""
473,136,True,""
473,132,True,""
473,140,True,""
473,129,True,""
473,128,True,""
473,137,True,""
473,130,True,""
473,131,True,""
473,133,True,""
473,135,True,""
473,134,True,""
473,138,True,""
473,139,True,""
474,135,True,""
475,134,True,""
476,133,True,""
477,132,True,""
478,131,True,""
479,130,True,""
480,129,True,""
481,128,True,""
482,133,True,""
483,132,True,""
484,129,True,""
485,136,True,""
485,137,True,""
485,138,True,""
486,136,True,""
487,137,True,""
487,138,True,""
488,138,True,""
489,137,True,""
490,138,True,""
491,137,True,""
492,140,True,""
492,139,True,""
493,139,True,""
494,139,True,""
495,139,True,""
496,140,True,""
496,141,True,""
497,140,True,""
498,140,True,""
499,140,True,""
500,127,True,""
501,138,True,""
501,135,True,""
501,129,True,""
501,137,True,""
501,139,True,""
501,131,True,""
501,127,True,""
501,136,True,""
501,130,True,""
501,133,True,""
501,132,True,""
501,140,True,""
501,134,True,""
501,128,True,""
502,127,True,""
503,127,True,""
504,138,True,""
504,135,True,""
504,131,True,""
504,136,True,""
504,130,True,""
504,133,True,""
504,132,True,""
504,129,True,""
504,134,True,""
504,128,True,""
504,137,True,""
505,138,True,""
505,135,True,""
505,129,True,""
505,137,True,""
505,139,True,""
505,131,True,""
505,136,True,""
505,130,True,""
505,133,True,""
505,132,True,""
505,140,True,""
505,134,True,""
505,128,True,""
506,135,True,""
506,131,True,""
506,130,True,""
506,133,True,""
506,132,True,""
506,129,True,""
506,134,True,""
506,128,True,""
507,129,True,""
508,132,True,""
509,130,True,""
510,138,True,""
510,136,True,""
510,137,True,""
511,138,True,""
511,136,True,""
511,140,True,""
511,137,True,""
511,139,True,""
512,136,True,""
513,138,True,""
513,137,True,""
514,137,True,""
515,138,True,""
516,140,True,""
516,139,True,""
517,139,True,""
518,139,True,""
519,139,True,""
520,140,True,""
520,141,True,""
521,140,True,""
522,140,True,""
523,140,True,""
524,127,True,""
524,132,True,""
524,129,True,""
524,128,True,""
524,130,True,""
524,131,True,""
524,133,True,""
524,135,True,""
524,134,True,""
524,136,True,""
524,137,True,""
524,138,True,""
524,139,True,""
524,140,True,""
525,132,True,""
525,129,True,""
525,128,True,""
525,130,True,""
525,131,True,""
525,133,True,""
525,135,True,""
525,134,True,""
525,136,True,""
525,137,True,""
525,138,True,""
525,139,True,""
526,132,True,""
526,129,True,""
526,128,True,""
526,130,True,""
526,131,True,""
526,133,True,""
526,135,True,""
526,134,True,""
527,136,True,""
527,137,True,""
527,138,True,""
527,139,True,""
528,139,True,""
528,140,True,""
529,140,True,""
529,141,True,""
530,218,True,""
531,231,True,""
531,221,True,""
531,218,True,""
531,219,True,""
531,228,True,""
531,232,True,""
531,226,True,""
531,220,True,""
531,224,True,""
531,230,True,""
