id,active,status,first_name,last_name,team_code,team_id,position,height,weight,birth_date,age,depth_order,college,experience,injury_status,injury_body_part,injury_notes,injury_start_date,draftkings_name,fanduel_name,fantasydraft_name,yahoo_name,draftkings_player_id,fanduel_player_id,fantasyalarm_player_id,fantasydraft_player_id,rotowire_player_id,rotoworld_player_id,sportsdata_player_id,sportsdirect_player_id,sportsradar_player_id,stats_player_id,usatoday_player_id,yahoo_player_id,updated_at,league,rts_id
100016,FALSE,Inactive,Ty,Nsekhe,,0,OT,"6'8""",325,10/27/1985 0:00,36,0,Texas State,8,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300681,NULL,8560,8299,14705,50998,NULL,NULL,8274368,26578,00:20.4,nfl,0
100017,TRUE,Active,Brent,Urban,,3,DE,"6'7""",295,5/5/1991 0:00,31,2,Virginia,9,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302171,NULL,9415,9566,16100,41553,NULL,509425,8274374,27662,00:28.3,nfl,0
100018,TRUE,Active,DeMarcus,Lawrence,,9,DE,"6'3""",265,4/28/1992 0:00,30,1,Boise State,9,NULL,NULL,NULL,0001-01-01 00:00:00,Demarcus Lawrence,NULL,NULL,Demarcus Lawrence,651780,NULL,301527,NULL,9344,9633,16366,58633,NULL,NULL,8250824,27562,00:30.2,nfl,0
100019,TRUE,Active,Zack,Martin,,9,G,"6'4""",315,11/20/1990 0:00,31,1,Notre Dame,9,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302446,NULL,9266,9422,16369,40503,NULL,NULL,8250838,27544,00:30.3,nfl,0
100020,FALSE,Inactive,Daniel,Brown,,0,TE,"6'5""",247,5/26/1992 0:00,30,0,James Madison,7,NULL,NULL,NULL,0001-01-01 00:00:00,Dan Brown,Dan Brown,Daniel Brown,Daniel Brown,561380,62718,303692,561380,10713,NULL,17219,58527,NULL,561380,8254735,29102,00:37.6,nfl,0
100021,TRUE,Active,Sheldon,Rankins,,24,DT,"6'2""",305,4/2/1994 0:00,28,2,Louisville,7,NULL,NULL,NULL,0001-01-01 00:00:00,Sheldon Rankins,NULL,NULL,Sheldon Rankins,NULL,NULL,303939,NULL,11112,11321,17949,60693,NULL,NULL,8274962,29246,00:41.5,nfl,0
100022,FALSE,Inactive,Alex,Lewis,,0,G,"6'6""",305,4/21/1992 0:00,30,0,Nebraska,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304056,NULL,11110,11440,18051,53675,NULL,NULL,8254794,29364,00:44.0,nfl,0
100023,TRUE,Active,Connor,McGovern,,24,C,"6'4""",306,4/27/1993 0:00,29,1,Missouri,7,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304070,NULL,11133,11392,18062,54423,NULL,NULL,8254804,29378,00:44.3,nfl,0
100024,FALSE,Inactive,Garrett,Gilbert,,0,QB,"6'4""",230,7/1/1991 0:00,30,0,Southern Methodist,5,NULL,NULL,NULL,0001-01-01 00:00:00,Garrett Gilbert,Garrett Gilbert,Garrett Gilbert,Garrett Gilbert,507477,32158,302708,507477,9776,9522,16621,40162,NULL,507477,8291713,27742,00:31.8,nfl,0
100025,TRUE,Active,Amari,Cooper,,8,WR,"6'1""",210,6/17/1994 0:00,28,1,Alabama,8,NULL,NULL,NULL,0001-01-01 00:00:00,Amari Cooper,Amari Cooper,Amari Cooper,Amari Cooper,650914,31001,303275,650914,10055,10310,16765,56452,NULL,650914,8250714,28392,00:32.5,nfl,0
100026,TRUE,Active,Randy,Gregory,,10,OLB,"6'5""",242,11/23/1992 0:00,29,1,Nebraska,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,303342,NULL,10168,10292,16821,72834,NULL,728288,8250746,28448,00:34.1,nfl,0
100027,TRUE,Active,La'el,Collins,,7,OT,"6'4""",320,7/26/1993 0:00,28,1,LSU,8,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,303339,NULL,10260,10371,17058,54587,NULL,NULL,8250713,28854,00:36.8,nfl,0
100028,TRUE,Active,George,Fant,,24,OT,"6'5""",322,7/19/1992 0:00,29,1,Western Kentucky,7,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304578,NULL,11559,11913,18599,91658,NULL,NULL,8254761,29815,00:49.2,nfl,0
100029,FALSE,Inactive,Sam,Ficken,,0,K,"6'1""",192,12/14/1992 0:00,29,0,Penn State,4,NULL,NULL,NULL,0001-01-01 00:00:00,Sam Ficken,Sam Ficken,NULL,Sam Ficken,609487,28663,305521,NULL,11610,12088,18735,54472,NULL,609487,8275156,30038,00:49.7,nfl,0
100030,TRUE,Active,Corey,Davis,,24,WR,"6'3""",209,1/11/1995 0:00,27,1,Western Michigan,6,NULL,NULL,NULL,0001-01-01 00:00:00,Corey Davis,Corey Davis,Corey Davis,Corey Davis,732121,45439,305329,732121,11733,12169,18879,73130,NULL,732121,8274937,30118,00:50.3,nfl,0
100031,TRUE,Active,Jarrad,Davis,,11,ILB,"6'1""",245,11/16/1994 0:00,27,0,Florida,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304892,NULL,11966,12239,18913,73676,NULL,748606,8274938,30134,00:50.9,nfl,0
100032,TRUE,Active,Justin,Hamilton,,35,DT,"6'2""",315,7/27/1993 0:00,28,3,Louisiana-Lafayette,7,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302996,NULL,10592,NULL,17327,54332,NULL,608403,8291876,28771,00:37.9,nfl,0
100033,TRUE,Active,C.J.,Goodwin,,9,CB,"6'3""",190,2/4/1990 0:00,32,3,California (PA),7,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,C.J. Goodwin,NULL,C.J. Goodwin,828353,54863,301087,NULL,9842,NULL,17337,80724,NULL,828353,8250742,28289,00:37.9,nfl,0
100034,TRUE,Active,Ezekiel,Elliott,,9,RB,"6'0""",228,7/22/1995 0:00,26,1,Ohio State,7,NULL,NULL,NULL,0001-01-01 00:00:00,Ezekiel Elliott,Ezekiel Elliott,Ezekiel Elliott,Ezekiel Elliott,728338,38791,303931,728338,10736,11265,17923,74287,NULL,728338,8250728,29238,00:41.0,nfl,0
100035,FALSE,Inactive,Jaylon,Smith,,0,ILB,"6'2""",245,6/14/1995 0:00,27,0,Notre Dame,6,NULL,NULL,NULL,0001-01-01 00:00:00,Jaylon Smith,NULL,NULL,Jaylon Smith,NULL,NULL,303961,NULL,10801,11327,17926,74008,NULL,749966,8291714,29268,00:41.0,nfl,0
100036,FALSE,Inactive,Elijah,Sullivan,,0,LB,"6'0""",215,5/13/1997 0:00,25,0,Kansas State,1,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15647,NULL,23019,90771,NULL,NULL,8274252,33829,02:09.5,nfl,0
100037,TRUE,Active,Alfredo,Gutierrez,,31,OL,"6'9""",332,12/29/1995 0:00,26,0,None,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15749,NULL,23065,182054,NULL,NULL,8274231,33761,02:10.4,nfl,0
100038,TRUE,Active,Robbie,Gould,,31,K,"6'0""",190,12/6/1982 0:00,39,1,Penn State,18,NULL,NULL,NULL,0001-01-01 00:00:00,Robbie Gould,Robbie Gould,NULL,Robbie Gould,167377,6910,300727,NULL,4686,3519,1410,4256,NULL,167377,8249641,7520,00:11.1,nfl,0
100039,TRUE,Active,Josh,Johnson,,10,QB,"6'2""",201,5/15/1986 0:00,36,3,San Diego,9,NULL,NULL,NULL,0001-01-01 00:00:00,Josh Johnson,Josh Johnson,Josh Johnson,Josh Johnson,273278,8023,302721,273278,5653,4706,6489,35898,NULL,273278,8291698,8937,00:12.1,nfl,0
100040,TRUE,Active,Keanu,Neal,,33,S,"6'0""",211,7/26/1995 0:00,26,2,Florida,7,NULL,NULL,NULL,0001-01-01 00:00:00,Keanu Neal,NULL,NULL,Keanu Neal,748618,NULL,303944,NULL,11143,11337,17942,73767,NULL,748618,8274367,29251,00:41.3,nfl,0
100041,FALSE,Inactive,Darian,Thompson,,0,SS,"6'2""",211,9/22/1993 0:00,28,0,Boise State,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,303998,NULL,10957,11336,18001,51734,NULL,590936,8250965,29305,00:42.8,nfl,0
100042,TRUE,Active,Rashard,Robinson,,33,CB,"6'0""",175,7/23/1995 0:00,26,3,LSU,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304059,NULL,11164,11324,18054,74368,NULL,727758,8276371,29367,00:44.1,nfl,0
100043,TRUE,Active,Dak,Prescott,,9,QB,"6'2""",238,7/29/1993 0:00,28,1,Mississippi State,7,NULL,NULL,NULL,0001-01-01 00:00:00,Dak Prescott,Dak Prescott,Dak Prescott,Dak Prescott,591816,31716,304061,591816,11008,11318,18055,55191,NULL,591816,8250902,29369,00:44.1,nfl,0
100044,FALSE,Inactive,Alex,Mack,,0,C,"6'4""",311,11/19/1985 0:00,36,0,California,14,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302353,NULL,6054,5213,8485,14114,NULL,NULL,8274243,9285,00:12.6,nfl,0
100045,TRUE,Active,Trent,Williams,,31,OT,"6'5""",320,7/19/1988 0:00,33,1,Oklahoma,12,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302639,NULL,6541,5761,12308,13108,NULL,NULL,8249867,23979,00:14.9,nfl,0
100046,FALSE,Inactive,Tavon,Wilson,,0,SS,"6'0""",208,3/19/1990 0:00,32,0,Illinois,11,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302957,NULL,8209,7537,13753,36162,NULL,463943,8274256,25758,00:17.3,nfl,0
100047,FALSE,Inactive,Mohamed,Sanu Sr.,,0,WR,"6'2""",210,8/22/1989 0:00,32,0,Rutgers,11,NULL,NULL,NULL,0001-01-01 00:00:00,Mohamed Sanu Sr.,Mohamed Sanu Sr.,Mohamed Sanu,Mohamed Sanu,494313,22018,300946,494313,8026,7433,13878,41798,NULL,494313,8249803,25793,00:17.7,nfl,0
100048,FALSE,Inactive,Derrick,Willies,,0,WR,"6'3""",215,10/17/1994 0:00,27,0,Texas Tech,3,NULL,NULL,NULL,0001-01-01 00:00:00,Derrick Willies,Derrick Willies,Derrick Willies,Derrick Willies,740743,40298,306295,740743,13138,13642,20477,123215,NULL,740743,8254286,31462,01:19.0,nfl,0
100049,TRUE,Active,Johnny,Stanton,,8,FB,"6'2""",240,9/7/1994 0:00,27,1,UNLV,3,NULL,NULL,NULL,0001-01-01 00:00:00,Johnny Stanton IV,Johnny Stanton IV,Johnny Stanton,Johnny Stanton,728310,38721,306565,728310,13182,NULL,20581,72915,NULL,728310,8254268,31510,01:20.2,nfl,0
100050,TRUE,Active,KhaDarel,Hodge,,2,WR,"5'11""",183,1/3/1995 0:00,27,2,Prairie View A&M,5,NULL,NULL,NULL,0001-01-01 00:00:00,KhaDarel Hodge,KhaDarel Hodge,KhaDarel Hodge,KhaDarel Hodge,757521,85306,306682,757521,13418,NULL,20679,76519,NULL,757521,8275758,31769,01:21.3,nfl,0
100051,TRUE,Active,Porter,Gustin,,19,DE,"6'5""",257,2/8/1997 0:00,25,3,USC,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,307453,NULL,13859,NULL,20780,91473,NULL,880029,8254177,32492,01:23.4,nfl,0
100052,FALSE,Inactive,Joe,Jackson,,0,DE,"6'4""",275,12/20/1996 0:00,25,0,Miami (FL),4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306841,NULL,13523,NULL,20821,120892,NULL,922486,8254228,31997,01:25.0,nfl,0
100053,TRUE,Active,Anthony,Brown,,9,CB,"5'11""",196,12/15/1993 0:00,28,1,Purdue,7,NULL,NULL,NULL,0001-01-01 00:00:00,Anthony Brown,NULL,NULL,Anthony Brown,NULL,NULL,304115,NULL,10921,NULL,18106,58426,NULL,NULL,8250686,29423,00:45.3,nfl,0
100054,TRUE,Active,Maurice,Canady,,23,CB,"6'1""",193,5/26/1994 0:00,28,3,Virginia,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304135,NULL,10936,NULL,18125,61561,NULL,693989,8250702,29443,00:45.6,nfl,0
100055,TRUE,Active,Jayron,Kearse,,9,FS,"6'4""",215,2/11/1994 0:00,28,1,Clemson,8,NULL,NULL,NULL,0001-01-01 00:00:00,Jayron Kearse,NULL,NULL,Jayron Kearse,NULL,NULL,304170,NULL,11088,NULL,18160,72605,NULL,NULL,8274360,29478,00:46.3,nfl,0
100056,FALSE,Inactive,Ben,Roethlisberger,,0,QB,"6'5""",240,3/2/1982 0:00,40,0,Miami (OH),18,NULL,NULL,NULL,0001-01-01 00:00:00,Ben Roethlisberger,Ben Roethlisberger,Ben Roethlisberger,Ben Roethlisberger,246061,6589,302782,246061,3764,1181,3807,2753,NULL,246061,8254026,6770,00:11.6,nfl,0
100057,FALSE,Inactive,Travis,Benjamin,,0,WR,"5'10""",175,12/29/1989 0:00,32,0,Miami (FL),10,NULL,NULL,NULL,0001-01-01 00:00:00,Travis Benjamin,Travis Benjamin,Travis Benjamin,Travis Benjamin,464646,22035,301032,464646,8111,7562,13887,36465,NULL,464646,8249568,25810,00:17.8,nfl,0
100058,TRUE,Active,Tom,Compton,,10,G,"6'5""",315,5/10/1989 0:00,33,2,South Dakota,10,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300608,NULL,8339,7636,14791,56016,NULL,NULL,8249601,25903,00:20.7,nfl,0
100059,TRUE,Active,Kyle,Juszczyk,,31,FB,"6'1""",235,4/23/1991 0:00,31,1,Harvard,10,NULL,NULL,NULL,0001-01-01 00:00:00,Kyle Juszczyk,Kyle Juszczyk,Kyle Juszczyk,Kyle Juszczyk,501150,39428,302851,501150,8930,8548,14901,67576,NULL,501150,8249704,26753,00:21.7,nfl,0
100060,TRUE,Active,Chase,Daniel,,29,QB,"6'0""",229,10/7/1986 0:00,35,2,Missouri,14,NULL,NULL,NULL,0001-01-01 00:00:00,Chase Daniel,Chase Daniel,Chase Daniel,Chase Daniel,300101,8803,302669,300101,6162,5170,9902,24051,NULL,300101,8274636,9678,00:12.9,nfl,0
100061,FALSE,Inactive,Linval,Joseph,,0,DT,"6'4""",329,10/10/1988 0:00,33,0,East Carolina,13,NULL,NULL,NULL,0001-01-01 00:00:00,Linval Joseph,NULL,NULL,Linval Joseph,402468,NULL,302178,NULL,6681,5867,11302,35259,NULL,402468,8253444,24021,00:13.9,nfl,0
100062,FALSE,Inactive,Bryan,Bulaga,,0,OT,"6'5""",314,3/21/1989 0:00,33,0,Iowa,13,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302578,NULL,6540,5693,11385,34519,NULL,NULL,8253395,23998,00:14.1,nfl,0
100063,FALSE,Inactive,Chris,Harris Jr.,,0,CB,"5'10""",199,6/18/1989 0:00,33,0,Kansas,12,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300563,NULL,7924,6910,13018,32958,NULL,381129,8253424,25189,00:15.5,nfl,0
100064,FALSE,Inactive,Javon,Patterson,,0,C,"6'3""",307,7/8/1997 0:00,24,0,Mississippi,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306947,NULL,13535,NULL,20908,90876,NULL,NULL,8254256,32078,01:28.2,nfl,0
100065,TRUE,Active,Sheldrick,Redwine,,19,FS,"6'0""",196,11/6/1996 0:00,25,2,Miami (FL),4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306839,NULL,13537,NULL,20923,92184,NULL,NULL,8277507,31951,01:28.8,nfl,0
100066,TRUE,Active,Greedy,Williams,,8,CB,"6'2""",185,12/3/1997 0:00,24,1,LSU,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306758,NULL,13485,13942,20985,139659,NULL,NULL,8254285,31878,01:31.2,nfl,0
100067,TRUE,Active,Mack,Wilson,,21,OLB,"6'1""",233,2/14/1998 0:00,24,1,Alabama,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306838,NULL,13609,NULL,20994,119144,NULL,NULL,8254288,31987,01:31.5,nfl,0
100068,TRUE,Active,Sione,Takitaki,,8,ILB,"6'1""",238,6/8/1995 0:00,27,2,Brigham Young,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306793,NULL,13614,14124,21108,89312,NULL,NULL,8254271,31912,01:34.4,nfl,0
100069,FALSE,Inactive,Joe,Haden,,0,CB,"5'11""",195,4/14/1989 0:00,33,0,Florida,13,NULL,NULL,NULL,0001-01-01 00:00:00,Joe Haden,NULL,NULL,Joe Haden,NULL,NULL,300412,NULL,6617,5631,11043,33240,NULL,380747,8253971,23982,00:13.3,nfl,0
100070,TRUE,Active,Tarell,Basham,,9,DE,"6'4""",266,3/18/1994 0:00,28,3,Ohio,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304990,NULL,11902,NULL,18958,74068,NULL,NULL,8274340,30193,00:52.6,nfl,0
100071,TRUE,Active,Jourdan,Lewis,,9,CB,"5'10""",195,8/31/1995 0:00,26,2,Michigan,6,NULL,NULL,NULL,0001-01-01 00:00:00,Jourdan Lewis,NULL,NULL,Jourdan Lewis,NULL,NULL,304867,NULL,12024,12315,18975,76664,NULL,NULL,8250829,30205,00:53.1,nfl,0
100072,TRUE,Active,Carlos,Watkins,,9,DE,"6'3""",305,12/5/1993 0:00,28,3,Clemson,6,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,304959,NULL,11951,NULL,19012,60220,NULL,NULL,8274376,30255,00:54.4,nfl,0
100073,TRUE,Active,John,Raine,,2,TE,"6'1""",230,3/27/1998 0:00,24,0,Northwestern,1,NULL,NULL,NULL,0001-01-01 00:00:00,John Raine,John Raine,NULL,John Raine,916468,70604,NULL,NULL,15662,NULL,23050,120153,NULL,NULL,8274451,33741,02:10.1,nfl,0
100074,TRUE,Active,Dorian,Etheridge,,2,ILB,"6'3""",230,11/21/1998 0:00,23,3,Louisville,2,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15753,NULL,23056,129665,NULL,NULL,8274421,33728,02:10.2,nfl,0
100075,FALSE,Inactive,Quenton,Meeks,,0,CB,"6'1""",209,6/20/1996 0:00,26,0,Stanford,3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306136,NULL,12614,NULL,20148,91809,NULL,884951,8275055,31270,01:14.9,nfl,0
100076,TRUE,Active,Ola,Adeniyi,,34,OLB,"6'1""",248,9/12/1997 0:00,24,2,Toledo,5,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306090,NULL,12574,NULL,20180,82294,NULL,NULL,8275023,31484,01:15.5,nfl,0
100077,TRUE,Active,Cameron,Batson,,2,WR,"5'8""",175,12/20/1995 0:00,26,3,Texas Tech,5,NULL,NULL,NULL,0001-01-01 00:00:00,Cameron Batson,Cameron Batson,Cameron Batson,Cameron Batson,839009,57432,306459,839009,13206,NULL,20372,84175,NULL,839009,8254949,31623,01:18.0,nfl,0
100078,TRUE,Active,Jimmy,Garoppolo,,31,QB,"6'2""",225,11/2/1991 0:00,30,2,Eastern Illinois,9,NULL,NULL,NULL,0001-01-01 00:00:00,Jimmy Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo,555358,54604,302703,555358,9320,9360,16041,55718,NULL,555358,8249636,27590,00:27.9,nfl,0
100079,TRUE,Active,K'Waun,Williams,,10,CB,"5'9""",185,7/12/1991 0:00,30,1,Pittsburgh,8,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,300449,NULL,9953,10192,16143,46619,NULL,554005,8249864,28265,00:28.6,nfl,0
100080,FALSE,Inactive,Zach,Kerr,,0,DT,"6'2""",334,8/29/1990 0:00,31,0,Delaware,9,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,302076,NULL,9637,NULL,16226,39788,NULL,495347,8292131,27905,00:29.0,nfl,0
100081,FALSE,Inactive,Marqise,Lee,,0,WR,"6'0""",196,11/25/1991 0:00,30,0,USC,7,NULL,NULL,NULL,0001-01-01 00:00:00,Marqise Lee,Marqise Lee,Marqise Lee,Marqise Lee,599006,29593,301029,599006,9453,9402,16258,51950,NULL,599006,8254566,27567,00:29.3,nfl,0
100082,TRUE,Active,Tevaughn,Campbell,,29,CB,"6'0""",200,6/14/1993 0:00,29,2,Regina (Canada),3,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306704,NULL,13555,NULL,20721,89894,NULL,NULL,8253397,31810,01:21.6,nfl,0
100083,TRUE,Active,Nasir,Adderley,,29,FS,"6'0""",206,5/31/1997 0:00,25,1,Delaware,4,NULL,NULL,NULL,0001-01-01 00:00:00,NULL,NULL,NULL,NULL,NULL,NULL,306773,NULL,13668,NULL,20733,123423,NULL,NULL,8253372,31892,01:21.9,nfl,0
