id,game_key,season_type,season,week,date_time,away_team,away_id,home_team,home_id,point_spread,over_under,canceled,status,sportsdata_id,channel,forecast_temp_low,forecast_temp_high,forecast_description,forecast_wind_chill,forecast_wind_speed,home_team_money_line,away_team_money_line,stadium_type,stadium_playing_surface,stadium_name,stadium_city,stadium_state,stadium_country,updated_at,league,rts_id
316,202110404,1,2021,4,10/3/2021 13:00,HOU,13,BUF,4,-18,47,FALSE,Final,17732,CBS,63,65,Light Rain,65,4,-1703,937,Outdoor,Artificial,Highmark Stadium,Orchard Park,NY,USA,30:48.9,nfl,0
317,202110406,1,2021,4,10/3/2021 13:00,DET,11,CHI,6,-2.5,41.5,FALSE,Final,17733,FOX,65,65,Broken Clouds,65,9,-150,127,Outdoor,Grass,Soldier Field,Chicago,IL,USA,30:48.9,nfl,0
318,202110409,1,2021,4,10/3/2021 13:00,CAR,5,DAL,9,-4,51.5,FALSE,Final,17734,FOX,72,76,Few Clouds,72,3,-207,173,RetractableDome,Artificial,AT&T Stadium,Arlington,TX,USA,30:49.0,nfl,0
319,202110419,1,2021,4,10/3/2021 13:00,IND,14,MIA,19,-3,41.5,FALSE,Final,17735,CBS,79,80,Scattered Clouds,79,9,-146,122,Outdoor,Grass,Hard Rock Stadium,Miami Gardens,FL,USA,30:49.0,nfl,0
320,202110420,1,2021,4,10/3/2021 13:00,CLE,8,MIN,20,0.5,51.5,FALSE,Final,17736,CBS,57,60,Clear Sky,57,3,-107,-112,Dome,Artificial,U.S. Bank Stadium,Minneapolis,MN,USA,30:49.1,nfl,0
321,202110422,1,2021,4,10/3/2021 13:00,NYG,23,NO,22,-7,42.5,FALSE,F/OT,17737,FOX,74,76,Light Rain,76,4,-338,270,Dome,Artificial,Caesars Superdome,New Orleans,LA,USA,30:49.1,nfl,0
322,202110424,1,2021,4,10/3/2021 13:00,TEN,34,NYJ,24,5.5,44.5,FALSE,F/OT,17738,CBS,69,69,Light Rain,69,2,215,-267,Outdoor,Artificial,MetLife Stadium,East Rutherford,NJ,USA,30:49.1,nfl,0
323,202110426,1,2021,4,10/3/2021 13:00,KC,16,PHI,26,7,53.5,FALSE,Final,17739,CBS,68,69,Light Rain,69,4,278,-357,Outdoor,Grass,Lincoln Financial Field,Philadelphia,PA,USA,30:49.2,nfl,0
324,202110432,1,2021,4,10/3/2021 16:05,ARI,1,LAR,32,-3.5,54,FALSE,Final,17740,FOX,74,75,Scattered Clouds,74,3,-206,172,Dome,Artificial,SoFi Stadium,Inglewood,CA,USA,30:49.2,nfl,0
325,202110431,1,2021,4,10/3/2021 16:05,SEA,30,SF,31,-2.5,52,FALSE,Final,17741,FOX,71,72,Scattered Clouds,72,0,-137,115,Outdoor,Grass,Levi's Stadium,Santa Clara,CA,USA,30:49.3,nfl,0
327,202110412,1,2021,4,10/3/2021 16:25,PIT,28,GB,12,-6,45.5,FALSE,Final,17743,CBS,62,63,Overcast Clouds,63,5,-266,215,Outdoor,Grass,Lambeau Field,Green Bay,WI,USA,30:49.4,nfl,0
328,202110421,1,2021,4,10/3/2021 20:20,TB,33,NE,21,6.5,49.5,FALSE,Final,17744,NBC,58,58,Moderate Rain,58,6,234,-289,Outdoor,Artificial,Gillette Stadium,Foxborough,MA,USA,30:49.4,nfl,0
329,202110429,1,2021,4,10/4/2021 20:15,LV,25,LAC,29,-3.5,52,FALSE,Final,17745,ESPN,70,71,Light Rain,71,3,-170,143,Dome,Artificial,SoFi Stadium,Inglewood,CA,USA,30:49.4,nfl,0
330,202110530,1,2021,5,10/7/2021 20:20,LAR,32,SEA,30,2.5,53,FALSE,Final,17746,FOX,45,46,Scattered Clouds,46,2,124,-145,Outdoor,Artificial,Lumen Field,Seattle,WA,USA,30:49.5,nfl,0
331,202110502,1,2021,5,10/10/2021 9:30,NYJ,24,ATL,2,-2.5,45,FALSE,Final,17747,NFLN,47,49,Overcast Clouds,45,6,-144,122,Outdoor,NULL,Tottenham Hotspur Stadium,London,NULL,UK,30:49.5,nfl,0
332,202110505,1,2021,5,10/10/2021 13:00,PHI,26,CAR,5,-2.5,46,FALSE,Final,17753,FOX,63,63,Clear Sky,63,6,-141,119,Outdoor,Artificial,Bank of America Stadium,Charlotte,NC,USA,30:49.6,nfl,0
333,202110507,1,2021,5,10/10/2021 13:00,GB,12,CIN,7,2.5,50.5,FALSE,F/OT,17748,FOX,66,69,Clear Sky,69,4,115,-137,Outdoor,Artificial,Paul Brown Stadium,Cincinnati,OH,USA,30:49.6,nfl,0
334,202110513,1,2021,5,10/10/2021 13:00,NE,21,HOU,13,8,39,FALSE,Final,17755,CBS,79,80,Broken Clouds,80,11,296,-377,RetractableDome,Artificial,NRG Stadium,Houston,TX,USA,30:49.7,nfl,0
335,202110515,1,2021,5,10/10/2021 13:00,TEN,34,JAX,15,5,48.5,FALSE,Final,17754,CBS,71,72,Clear Sky,71,3,168,-201,Outdoor,Grass,TIAA Bank Field,Jacksonville,FL,USA,30:49.7,nfl,0
336,202110520,1,2021,5,10/10/2021 13:00,DET,11,MIN,20,-10,49.5,FALSE,Final,17749,FOX,56,56,Scattered Clouds,56,8,-429,334,Dome,Artificial,U.S. Bank Stadium,Minneapolis,MN,USA,30:49.8,nfl,0
337,202110528,1,2021,5,10/10/2021 13:00,DEN,10,PIT,28,2,39.5,FALSE,Final,17750,FOX,61,62,Broken Clouds,62,5,107,-127,Outdoor,Grass,Heinz Field,Pittsburgh,PA,USA,30:49.8,nfl,0
338,202110533,1,2021,5,10/10/2021 13:00,MIA,19,TB,33,-11,48,FALSE,Final,17751,CBS,74,75,Broken Clouds,75,9,-586,432,Outdoor,Grass,Raymond James Stadium,Tampa Bay,FL,USA,30:49.9,nfl,0
339,202110535,1,2021,5,10/10/2021 13:00,NO,22,WAS,35,2.5,43.5,FALSE,Final,17752,CBS,64,64,Overcast Clouds,64,8,119,-141,Outdoor,Grass,FedEx Field,Landover,MD,USA,30:49.9,nfl,0
340,202110529,1,2021,5,10/10/2021 16:05,CLE,8,LAC,29,-2.5,47,FALSE,Final,17757,CBS,66,68,Clear Sky,66,3,-135,114,Dome,Artificial,SoFi Stadium,Inglewood,CA,USA,30:50.0,nfl,0
341,202110525,1,2021,5,10/10/2021 16:05,CHI,6,LV,25,-5,46,FALSE,Final,17756,CBS,66,66,Clear Sky,66,3,-246,202,Dome,Grass,Allegiant Stadium,Las Vegas,NV,USA,30:50.0,nfl,0
342,202110501,1,2021,5,10/10/2021 16:25,SF,31,ARI,1,-5.5,48.5,FALSE,Final,17759,FOX,73,77,Clear Sky,73,3,-243,199,RetractableDome,Grass,State Farm Stadium,Glendale,AZ,USA,30:50.1,nfl,0
343,202110509,1,2021,5,10/10/2021 16:25,NYG,23,DAL,9,-7,52.5,FALSE,Final,17758,FOX,70,75,Moderate Rain,70,17,-317,253,RetractableDome,Artificial,AT&T Stadium,Arlington,TX,USA,30:50.1,nfl,0
344,202110516,1,2021,5,10/10/2021 20:20,BUF,4,KC,16,-2.5,56.5,FALSE,Final,17760,NBC,59,59,Moderate Rain,59,12,-147,124,Outdoor,Grass,Arrowhead Stadium,Kansas City,MO,USA,30:50.2,nfl,0
345,202110503,1,2021,5,10/11/2021 20:15,IND,14,BAL,3,-7.5,46.5,FALSE,F/OT,17761,ESPN,64,65,Overcast Clouds,65,6,-349,278,Outdoor,Grass,M&T Bank Stadium,Baltimore,MD,USA,30:50.3,nfl,0
346,202110626,1,2021,6,10/14/2021 20:20,TB,33,PHI,26,7,52.5,FALSE,Final,17762,FOX,63,66,Broken Clouds,63,3,247,-305,Outdoor,Grass,Lincoln Financial Field,Philadelphia,PA,USA,30:50.3,nfl,0
347,202110615,1,2021,6,10/17/2021 9:30,MIA,19,JAX,15,1.5,47,FALSE,Final,17763,CBS,50,52,Overcast Clouds,50,5,109,-128,Outdoor,NULL,Tottenham Hotspur Stadium,London,NULL,UK,30:50.3,nfl,0
348,202110603,1,2021,6,10/17/2021 13:00,LAC,29,BAL,3,-3,51,FALSE,Final,17770,CBS,51,53,Clear Sky,51,10,-160,135,Outdoor,Grass,M&T Bank Stadium,Baltimore,MD,USA,30:50.4,nfl,0
349,202110605,1,2021,6,10/17/2021 13:00,MIN,20,CAR,5,2,45.5,FALSE,F/OT,17769,FOX,49,51,Clear Sky,48,4,112,-132,Outdoor,Artificial,Bank of America Stadium,Charlotte,NC,USA,30:50.4,nfl,0
350,202110606,1,2021,6,10/17/2021 13:00,GB,12,CHI,6,5.5,44,FALSE,Final,17764,FOX,53,57,Clear Sky,53,7,181,-223,Outdoor,Grass,Soldier Field,Chicago,IL,USA,30:50.5,nfl,0
351,202110611,1,2021,6,10/17/2021 13:00,CIN,7,DET,11,3.5,46.5,FALSE,Final,17765,FOX,50,52,Clear Sky,50,9,159,-190,Dome,Artificial,Ford Field,Detroit,MI,USA,30:50.5,nfl,0
352,202110614,1,2021,6,10/17/2021 13:00,HOU,13,IND,14,-11.5,44.5,FALSE,Final,17766,CBS,49,52,Few Clouds,48,4,-565,420,RetractableDome,Artificial,Lucas Oil Stadium,Indianapolis,IN,USA,30:50.6,nfl,0
353,202110623,1,2021,6,10/17/2021 13:00,LAR,32,NYG,23,7.5,49,FALSE,Final,17767,FOX,52,53,Few Clouds,52,10,300,-384,Outdoor,Artificial,MetLife Stadium,East Rutherford,NJ,USA,30:50.6,nfl,0
354,202110635,1,2021,6,10/17/2021 13:00,KC,16,WAS,35,6.5,54,FALSE,Final,17768,CBS,49,50,Scattered Clouds,47,6,236,-291,Outdoor,Grass,FedEx Field,Landover,MD,USA,30:50.7,nfl,0
355,202110608,1,2021,6,10/17/2021 16:05,ARI,1,CLE,8,-3,48.5,FALSE,Final,17771,FOX,55,57,Broken Clouds,55,16,-156,131,Outdoor,Grass,FirstEnergy Stadium,Cleveland,OH,USA,30:50.7,nfl,0
356,202110610,1,2021,6,10/17/2021 16:25,LV,25,DEN,10,-5,45,FALSE,Final,17772,CBS,56,59,Few Clouds,56,3,-209,175,Outdoor,Grass,Empower Field at Mile High,Denver,CO,USA,30:50.8,nfl,0
357,202110621,1,2021,6,10/17/2021 16:25,DAL,9,NE,21,3.5,50.5,FALSE,F/OT,17773,CBS,48,49,Scattered Clouds,45,8,162,-194,Outdoor,Artificial,Gillette Stadium,Foxborough,MA,USA,30:50.8,nfl,0
358,202110628,1,2021,6,10/17/2021 20:20,SEA,30,PIT,28,-5.5,42.5,FALSE,F/OT,17774,NBC,47,49,Few Clouds,43,8,-224,184,Outdoor,Grass,Heinz Field,Pittsburgh,PA,USA,30:50.8,nfl,0
359,202110634,1,2021,6,10/18/2021 20:15,BUF,4,TEN,34,6,53.5,FALSE,Final,17775,ESPN,53,56,Clear Sky,53,3,220,-269,Outdoor,Grass,Nissan Stadium,Nashville,TN,USA,30:50.9,nfl,0
360,202110708,1,2021,7,10/21/2021 20:20,DEN,10,CLE,8,-1.5,40.5,FALSE,Final,17776,FOX,54,55,Light Rain,54,8,-125,106,Outdoor,Grass,FirstEnergy Stadium,Cleveland,OH,USA,30:50.9,nfl,0
361,202110703,1,2021,7,10/24/2021 13:00,CIN,7,BAL,3,-6.5,45.5,FALSE,Final,17782,CBS,62,63,Broken Clouds,62,11,-276,223,Outdoor,Grass,M&T Bank Stadium,Baltimore,MD,USA,30:51.0,nfl,0
362,202110712,1,2021,7,10/24/2021 13:00,WAS,35,GB,12,-8.5,48,FALSE,Final,17777,FOX,47,47,Scattered Clouds,39,19,-427,328,Outdoor,Grass,Lambeau Field,Green Bay,WI,USA,30:51.0,nfl,0
363,202110719,1,2021,7,10/24/2021 13:00,ATL,2,MIA,19,1.5,48,FALSE,Final,17779,FOX,80,82,Light Rain,80,6,106,-127,Outdoor,Grass,Hard Rock Stadium,Miami Gardens,FL,USA,30:51.1,nfl,0
364,202110721,1,2021,7,10/24/2021 13:00,NYJ,24,NE,21,-7,42.5,FALSE,Final,17780,CBS,47,48,Light Rain,48,2,-330,262,Outdoor,Artificial,Gillette Stadium,Foxborough,MA,USA,30:51.1,nfl,0
365,202110723,1,2021,7,10/24/2021 13:00,CAR,5,NYG,23,3,43,FALSE,Final,17781,FOX,57,61,Light Rain,57,8,129,-152,Outdoor,Artificial,MetLife Stadium,East Rutherford,NJ,USA,30:51.2,nfl,0
366,202110734,1,2021,7,10/24/2021 13:00,KC,16,TEN,34,4,58.5,FALSE,Final,17778,CBS,64,65,Clear Sky,65,14,167,-200,Outdoor,Grass,Nissan Stadium,Nashville,TN,USA,30:51.2,nfl,0
367,202110732,1,2021,7,10/24/2021 16:05,DET,11,LAR,32,-16.5,50.5,FALSE,Final,17784,FOX,62,62,Broken Clouds,62,5,-1253,786,Dome,Artificial,SoFi Stadium,Inglewood,CA,USA,30:51.3,nfl,0
368,202110725,1,2021,7,10/24/2021 16:05,PHI,26,LV,25,-0.5,48,FALSE,Final,17783,FOX,67,70,Broken Clouds,70,7,-113,-107,Dome,Grass,Allegiant Stadium,Las Vegas,NV,USA,30:51.3,nfl,0
369,202110701,1,2021,7,10/24/2021 16:25,HOU,13,ARI,1,-19.5,47.5,FALSE,Final,17785,CBS,74,77,Clear Sky,74,4,-2228,1125,RetractableDome,Grass,State Farm Stadium,Glendale,AZ,USA,30:51.4,nfl,0
370,202110733,1,2021,7,10/24/2021 16:25,CHI,6,TB,33,-12,47,FALSE,Final,17786,CBS,74,75,Light Rain,74,10,-652,477,Outdoor,Grass,Raymond James Stadium,Tampa Bay,FL,USA,30:51.4,nfl,0
371,202110731,1,2021,7,10/24/2021 20:20,IND,14,SF,31,-3.5,41.5,FALSE,Final,17787,NBC,59,60,Heavy Intensity Rain,59,5,-176,145,Outdoor,Grass,Levi's Stadium,Santa Clara,CA,USA,30:51.5,nfl,0
372,202110730,1,2021,7,10/25/2021 20:15,NO,22,SEA,30,5.5,41.5,FALSE,Final,17788,ESPN,51,51,Light Rain,51,14,191,-230,Outdoor,Artificial,Lumen Field,Seattle,WA,USA,30:51.5,nfl,0
373,202110801,1,2021,8,10/28/2021 20:20,GB,12,ARI,1,-6,50.5,FALSE,Final,17789,FOX,74,76,Clear Sky,74,6,-274,223,RetractableDome,Grass,State Farm Stadium,Glendale,AZ,USA,30:51.6,nfl,0
374,202110802,1,2021,8,10/31/2021 13:00,CAR,5,ATL,2,-1.5,47,FALSE,Final,17790,FOX,51,53,Clear Sky,51,7,-128,107,RetractableDome,Artificial,Mercedes-Benz Stadium,Atlanta,GA,USA,30:51.6,nfl,0
375,202110804,1,2021,8,10/31/2021 13:00,MIA,19,BUF,4,-14.5,48.5,FALSE,Final,17791,CBS,46,50,Light Rain,50,16,-1010,655,Outdoor,Artificial,Highmark Stadium,Orchard Park,NY,USA,30:51.7,nfl,0
376,202110806,1,2021,8,10/31/2021 13:00,SF,31,CHI,6,4,40,FALSE,Final,17792,FOX,42,45,Clear Sky,36,12,172,-206,Outdoor,Grass,Soldier Field,Chicago,IL,USA,30:51.8,nfl,0
377,202110808,1,2021,8,10/31/2021 13:00,PIT,28,CLE,8,-5.5,43,FALSE,Final,17793,CBS,50,50,Overcast Clouds,44,18,-218,179,Outdoor,Grass,FirstEnergy Stadium,Cleveland,OH,USA,30:51.8,nfl,0
