"id","team_id","game_id","implied_total","implied_tds","proj_plays","proj_rush_rate","proj_rush_td_ratio","proj_rush_attempts","proj_pass_attempts","proj_rush_tds","proj_pass_tds","proj_tds","sack_rate","updated_at"
26,22,12,25.75,0.0,60.6688,0.39,0.3551,23.6608,37.0079,1.0227,1.8577,2.8811,0.0748,"2021-08-03 23:02:12.677863"
27,9,14,27.0,0.0,63.4813,0.4397,0.377,27.9124,35.5689,1.1387,1.8815,3.0232,0.057,"2021-08-03 23:02:12.727978"
28,32,14,24.5,0.0,64.5438,0.4467,0.3718,28.8295,35.7142,1.0188,1.7217,2.7405,0.0349,"2021-08-03 23:02:12.780305"
29,34,16,21.75,0.0,59.0313,0.4742,0.3863,27.9923,31.0389,0.9399,1.493,2.4334,0.0293,"2021-08-03 23:02:12.832209"
30,10,16,19.25,0.0,62.6563,0.4082,0.3702,25.578,37.0782,0.797,1.3562,2.1546,0.069,"2021-08-03 23:02:12.882154"
31,28,15,26.0,0.0,64.9188,0.4378,0.3737,28.4189,36.4998,1.0869,1.8214,2.9101,0.0962,"2021-08-03 23:02:12.932327"
32,23,15,20.0,0.0,58.1563,0.3971,0.3585,23.0955,35.0608,0.8019,1.4352,2.2357,0.0651,"2021-08-03 23:02:12.982486"
33,9,266,22.0,0.0,63.7719,0.4117,0.3451,26.2528,37.5191,0.8491,1.6117,2.4609,0.057,"2021-09-13 20:24:11.654971"
34,33,266,30.0,0.0,64.4159,0.415,0.3598,26.7326,37.6833,1.2072,2.1485,3.3557,0.0722,"2021-09-13 20:24:11.700565"
35,26,267,22.5,0.0,63.0539,0.4217,0.366,26.5877,36.4662,0.9211,1.5957,2.5168,0.0846,"2021-09-13 20:24:11.745429"
36,2,267,25.5,0.0,64.3879,0.3943,0.3352,25.3869,39.001,0.956,1.8964,2.8523,0.0443,"2021-09-13 20:24:11.790392"
37,28,268,21.25,0.0,61.7359,0.436,0.3873,26.9167,34.8192,0.9206,1.4564,2.377,0.0962,"2021-09-13 20:24:11.837498"
38,4,268,27.75,0.0,62.0319,0.4586,0.3365,28.4456,33.5863,1.0443,2.0597,3.104,0.0622,"2021-09-13 20:24:11.884655"
39,24,269,19.75,0.0,59.8559,0.3736,0.3962,22.365,37.4909,0.8752,1.334,2.2092,0.0487,"2021-09-13 20:24:11.931018"
40,5,269,25.25,0.0,62.7739,0.4199,0.3887,26.3586,36.4153,1.0978,1.7266,2.8244,0.0472,"2021-09-13 20:24:11.980409"
41,20,270,25.0,0.0,58.7379,0.4741,0.3922,27.8494,30.8884,1.0967,1.6997,2.7964,0.0408,"2021-09-13 20:24:12.026892"
42,7,270,22.0,0.0,62.9759,0.4052,0.3402,25.5166,37.4593,0.8371,1.6238,2.4609,0.0305,"2021-09-13 20:24:12.073157"
43,31,271,26.0,0.0,62.1959,0.492,0.3761,30.6033,31.5926,1.0937,1.8145,2.9083,0.0529,"2021-09-13 20:24:12.119286"
44,11,271,19.0,0.0,58.5219,0.4764,0.3855,27.8777,30.6442,0.8193,1.3059,2.1253,0.0413,"2021-09-13 20:24:12.168196"
45,15,272,23.5,0.0,59.8819,0.4348,0.3346,26.0395,33.8424,0.8795,1.7492,2.6286,0.0327,"2021-09-13 20:24:12.214522"
46,13,272,21.0,0.0,60.4159,0.4283,0.3841,25.8781,34.5377,0.9022,1.4467,2.349,0.0591,"2021-09-13 20:24:12.257408"
47,30,273,26.25,0.0,58.1939,0.4639,0.3405,26.9979,31.1959,0.9999,1.9364,2.9362,0.0639,"2021-09-13 20:24:12.301469"
48,14,273,23.75,0.0,63.118,0.3817,0.3974,24.09,39.028,1.0557,1.6009,2.6566,0.0664,"2021-09-13 20:24:12.348169"
49,1,274,24.75,0.0,65.2439,0.4524,0.3822,29.5194,35.7245,1.058,1.7105,2.7685,0.0777,"2021-09-13 20:24:12.395664"
50,34,274,27.25,0.0,61.5679,0.4642,0.357,28.5817,32.9862,1.0882,1.9599,3.0481,0.0293,"2021-09-13 20:24:12.441723"
51,29,275,22.75,0.0,61.2639,0.4239,0.3411,25.9676,35.2963,0.8679,1.6769,2.5447,0.0882,"2021-09-13 20:24:12.487452"
52,35,275,21.75,0.0,60.2299,0.4035,0.3995,24.3046,35.9253,0.9719,1.4609,2.4329,0.0816,"2021-09-13 20:24:12.532396"
53,8,276,23.5,0.0,58.2539,0.4526,0.3902,26.3636,31.8903,1.0257,1.6029,2.6286,0.061,"2021-09-13 20:24:12.578672"
54,16,276,29.5,0.0,62.5699,0.3698,0.359,23.1361,39.4338,1.1846,2.1152,3.2998,0.0543,"2021-09-13 20:24:12.623851"
55,19,277,20.5,0.0,57.3599,0.4517,0.3552,25.9075,31.4523,0.8144,1.4786,2.2931,0.07,"2021-09-13 20:24:12.671784"
56,21,277,23.5,0.0,58.7499,0.4504,0.3656,26.4637,32.2861,0.9609,1.6677,2.6286,0.0463,"2021-09-13 20:24:12.717956"
57,12,278,27.0,0.0,61.0419,0.3873,0.3472,23.6393,37.4026,1.0484,1.9717,3.0201,0.0711,"2021-09-13 20:24:12.76373"
58,22,278,23.0,0.0,59.9579,0.4345,0.4258,26.0525,33.9053,1.0955,1.4772,2.5727,0.0748,"2021-09-13 20:24:12.807522"
59,10,279,22.5,0.0,60.4279,0.4272,0.3657,25.8156,34.6122,0.9204,1.5963,2.5168,0.069,"2021-09-13 20:24:12.851738"
60,23,279,19.5,0.0,60.6839,0.3954,0.3763,23.9963,36.6876,0.8208,1.3604,2.1812,0.0651,"2021-09-13 20:24:12.895988"
61,6,280,18.75,0.0,60.7119,0.4115,0.357,24.9838,35.7281,0.7488,1.3485,2.0973,0.0601,"2021-09-13 20:24:12.940525"
62,32,280,26.25,0.0,63.0099,0.3987,0.393,25.125,37.8849,1.1538,1.7824,2.9362,0.0349,"2021-09-13 20:24:12.984403"
63,3,281,27.5,0.0,61.5479,0.4849,0.3893,29.8424,31.7055,1.1974,1.8786,3.0761,0.0614,"2021-09-13 20:24:13.030637"
64,25,281,23.5,0.0,60.9519,0.4118,0.3742,25.1029,35.849,0.9837,1.6449,2.6286,0.0474,"2021-09-13 20:24:13.077672"
65,23,282,18.75,0.0,58.2379,0.4039,0.3591,23.5202,34.7177,0.753,1.3443,2.0973,0.0651,"2021-09-20 22:37:19.829136"
66,35,282,21.75,0.0,62.0299,0.4505,0.3917,27.9474,34.0825,0.953,1.4799,2.4329,0.0816,"2021-09-20 22:37:19.885211"
67,22,283,24.0,0.0,61.4579,0.4303,0.4342,26.4462,35.0117,1.1655,1.5191,2.6846,0.0748,"2021-09-20 22:37:19.935477"
68,5,283,21.0,0.0,59.7959,0.4073,0.3912,24.3527,35.4432,0.9188,1.4302,2.349,0.0472,"2021-09-20 22:37:19.989449"
69,7,284,21.25,0.0,62.6539,0.4121,0.389,25.8185,36.8354,0.9245,1.4524,2.377,0.0305,"2021-09-16 21:43:42.255879"
70,6,284,23.75,0.0,59.8059,0.4675,0.3722,27.9571,31.8488,0.9887,1.6679,2.6566,0.0601,"2021-09-16 21:43:42.30465"
71,13,285,18.25,0.0,59.3659,0.4131,0.397,24.5239,34.842,0.8104,1.231,2.0414,0.0591,"2021-09-16 21:43:42.353628"
72,8,285,30.25,0.0,63.4419,0.4948,0.3766,31.394,32.0478,1.2742,2.1095,3.3837,0.061,"2021-09-16 21:43:42.400796"
73,32,286,25.5,0.0,62.1099,0.3973,0.3185,24.674,37.4359,0.9085,1.9438,2.8523,0.0349,"2021-09-16 21:43:42.448066"
74,14,286,22.0,0.0,60.5339,0.4382,0.389,26.5248,34.0091,0.9573,1.5035,2.4609,0.0664,"2021-09-16 21:43:42.494462"
75,10,287,25.5,0.0,60.5939,0.4517,0.4001,27.3682,33.2256,1.1412,1.7111,2.8523,0.069,"2021-09-20 22:37:20.371354"
76,15,287,19.5,0.0,58.9039,0.3954,0.3383,23.2924,35.6115,0.738,1.4433,2.1812,0.0327,"2021-09-16 21:43:42.596833"
77,4,288,25.75,0.0,62.1319,0.4138,0.3396,25.709,36.4229,0.978,1.9023,2.8803,0.0622,"2021-09-20 22:37:20.486736"
78,19,288,22.5,0.0,58.5319,0.4227,0.3813,24.7393,33.7926,0.9596,1.5571,2.5168,0.07,"2021-09-16 21:43:42.69193"
79,21,289,24.0,0.0,62.7739,0.4432,0.3667,27.8233,34.9506,0.9844,1.7002,2.6846,0.0463,"2021-09-16 21:43:42.740241"
80,24,289,18.5,0.0,57.3599,0.405,0.3292,23.2307,34.1291,0.6812,1.3882,2.0694,0.0487,"2021-09-16 21:43:42.7907"
81,31,290,26.75,0.0,61.7179,0.4943,0.3892,30.506,31.2119,1.1644,1.8278,2.9922,0.0529,"2021-09-16 21:43:42.840508"
82,26,290,23.25,0.0,59.4119,0.4497,0.3655,26.7174,32.6945,0.9506,1.6501,2.6007,0.0846,"2021-09-16 21:43:42.890794"
83,25,291,21.0,0.0,60.2519,0.4319,0.3405,26.0226,34.2292,0.7997,1.5493,2.349,0.0474,"2021-09-16 21:43:42.940758"
84,28,291,26.0,0.0,61.7259,0.3915,0.3353,24.1676,37.5583,0.9751,1.9332,2.9083,0.0962,"2021-09-16 21:43:42.991131"
85,20,292,23.25,0.0,60.3219,0.4576,0.345,27.6011,32.7208,0.8973,1.7034,2.6007,0.0408,"2021-09-16 21:43:43.043144"
86,1,292,27.75,0.0,64.0439,0.4752,0.3742,30.4324,33.6115,1.1614,1.9427,3.104,0.0777,"2021-09-16 21:43:43.093497"
87,2,293,19.75,0.0,63.2379,0.3783,0.3111,23.925,39.3129,0.6872,1.522,2.2092,0.0443,"2021-09-20 22:37:21.121251"
88,33,293,32.25,0.0,63.7659,0.3583,0.332,22.8494,40.9164,1.1976,2.4098,3.6074,0.0722,"2021-09-20 22:37:21.171529"
89,9,294,26.0,0.0,62.7219,0.3802,0.3695,23.8467,38.8752,1.0746,1.8337,2.9083,0.057,"2021-09-20 22:37:21.22878"
90,29,294,29.0,0.0,62.6359,0.4383,0.3718,27.4554,35.1805,1.2059,2.0379,3.2438,0.0882,"2021-09-20 22:37:21.306731"
91,34,295,23.75,0.0,63.118,0.4417,0.4314,27.8771,35.2409,1.1461,1.5105,2.6566,0.0293,"2021-09-20 22:37:21.361668"
92,30,295,29.75,0.0,61.1499,0.4591,0.3762,28.0748,33.0751,1.2517,2.076,3.3277,0.0639,"2021-09-20 22:37:21.412336"
93,16,296,28.75,0.0,62.0199,0.3552,0.3542,22.0283,39.9916,1.1391,2.0767,3.2159,0.0543,"2021-09-20 22:37:21.46404"
94,3,296,25.25,0.0,62.3479,0.4826,0.4102,30.0868,32.261,1.1586,1.6658,2.8244,0.0614,"2021-09-20 22:37:21.513721"
95,11,297,19.0,0.0,57.8219,0.4645,0.4358,26.8591,30.9628,0.9262,1.1991,2.1253,0.0413,"2021-09-15 16:04:56.1446"
96,12,297,30.0,0.0,63.4419,0.4187,0.3321,26.564,36.8779,1.1143,2.2414,3.3557,0.0711,"2021-09-15 16:04:56.207561"
98,23,282,19.5,0.0,59.4839,0.4005,0.3711,23.8251,35.6588,0.8093,1.3719,2.1812,0.0651,"2021-09-15 16:05:00.756533"
99,35,282,25.0,0.0,62.0299,0.4139,0.3937,25.673,36.3569,1.101,1.6954,2.7964,0.0816,"2021-09-15 16:05:00.817464"
100,22,283,24.0,0.0,61.4579,0.4303,0.4342,26.4462,35.0117,1.1655,1.5191,2.6846,0.0748,"2021-09-16 04:47:29.111222"
101,5,283,22.0,0.0,59.9739,0.4106,0.3932,24.6251,35.3488,0.9675,1.4934,2.4609,0.0472,"2021-09-15 16:05:00.938584"
102,7,284,21.5,0.0,62.6539,0.4121,0.389,25.8185,36.8354,0.9354,1.4695,2.4049,0.0305,"2021-09-20 22:37:20.045651"
103,6,284,23.0,0.0,59.8059,0.4675,0.3722,27.9571,31.8488,0.9575,1.6152,2.5727,0.0601,"2021-09-20 22:37:20.098101"
104,13,285,17.25,0.0,59.3659,0.4131,0.397,24.5239,34.842,0.766,1.1635,1.9295,0.0591,"2021-09-20 22:37:20.148958"
105,8,285,30.75,0.0,63.4419,0.4948,0.3766,31.394,32.0478,1.2953,2.1443,3.4396,0.061,"2021-09-20 22:37:20.197729"
106,32,286,25.75,0.0,62.1099,0.3973,0.3185,24.674,37.4359,0.9175,1.9629,2.8803,0.0349,"2021-09-20 22:37:20.251632"
107,14,286,21.75,0.0,60.5339,0.4382,0.389,26.5248,34.0091,0.9465,1.4864,2.4329,0.0664,"2021-09-20 22:37:20.316768"
108,10,287,25.5,0.0,60.5939,0.4517,0.4001,27.3682,33.2256,1.1412,1.7111,2.8523,0.069,"2021-09-16 21:43:42.545988"
109,15,287,19.5,0.0,58.9039,0.3954,0.3383,23.2924,35.6115,0.738,1.4433,2.1812,0.0327,"2021-09-20 22:37:20.426278"
110,4,288,26.0,0.0,62.1319,0.4138,0.3396,25.709,36.4229,0.9875,1.9208,2.9083,0.0622,"2021-09-16 21:43:42.644881"
111,19,288,22.25,0.0,58.5319,0.4227,0.3813,24.7393,33.7926,0.949,1.5398,2.4888,0.07,"2021-09-20 22:37:20.538816"
112,21,289,24.5,0.0,62.7739,0.4432,0.3667,27.8233,34.9506,1.0049,1.7356,2.7405,0.0463,"2021-09-20 22:37:20.610873"
113,24,289,18.5,0.0,57.3599,0.405,0.3292,23.2307,34.1291,0.6812,1.3882,2.0694,0.0487,"2021-09-20 22:37:20.67237"
114,31,290,25.75,0.0,61.7179,0.4943,0.3892,30.506,31.2119,1.1209,1.7594,2.8803,0.0529,"2021-09-20 22:37:20.742341"
115,26,290,22.75,0.0,59.4119,0.4497,0.3655,26.7174,32.6945,0.9302,1.6146,2.5447,0.0846,"2021-09-20 22:37:20.812825"
116,25,291,20.5,0.0,60.2519,0.4319,0.3405,26.0226,34.2292,0.7807,1.5124,2.2931,0.0474,"2021-09-20 22:37:20.867489"
117,28,291,26.0,0.0,61.7259,0.3915,0.3353,24.1676,37.5583,0.9751,1.9332,2.9083,0.0962,"2021-09-20 22:37:20.945832"
118,20,292,23.75,0.0,60.3219,0.4576,0.345,27.6011,32.7208,0.9166,1.74,2.6566,0.0408,"2021-09-20 22:37:20.999388"
119,1,292,27.25,0.0,64.0439,0.4752,0.3742,30.4324,33.6115,1.1404,1.9077,3.0481,0.0777,"2021-09-20 22:37:21.065965"
120,2,293,24.0,0.0,63.2379,0.3517,0.3111,22.2387,40.9992,0.835,1.8495,2.6846,0.0443,"2021-09-15 16:05:02.171739"
121,33,293,30.5,0.0,63.7659,0.365,0.332,23.2745,40.4913,1.1326,2.2791,3.4116,0.0722,"2021-09-15 16:05:02.246536"
122,9,294,30.75,0.0,62.7219,0.4235,0.3815,26.5646,36.1572,1.3122,2.1274,3.4396,0.057,"2021-09-15 16:05:02.316609"
123,29,294,26.25,0.0,62.8139,0.445,0.3738,27.9522,34.8617,1.0974,1.8388,2.9362,0.0882,"2021-09-15 16:05:02.385818"
124,34,295,28.0,0.0,63.296,0.4417,0.4314,27.9557,35.3403,1.3511,1.7809,3.132,0.0293,"2021-09-15 16:05:02.452655"
125,30,295,29.5,0.0,61.1499,0.4591,0.3762,28.0748,33.0751,1.2412,2.0586,3.2998,0.0639,"2021-09-16 01:36:50.21903"
126,16,296,31.5,0.0,62.0199,0.3585,0.3542,22.235,39.7849,1.2481,2.2754,3.5235,0.0543,"2021-09-15 16:05:02.588307"
127,3,296,29.0,0.0,62.3479,0.4826,0.4102,30.0868,32.261,1.3306,1.9132,3.2438,0.0614,"2021-09-15 21:06:23.795648"
128,11,297,18.25,0.0,58.1779,0.4578,0.4338,26.6366,31.5413,0.8856,1.1558,2.0414,0.0413,"2021-09-20 22:37:23.562969"
129,12,297,30.75,0.0,63.2639,0.4087,0.3301,25.8568,37.407,1.1353,2.3043,3.4396,0.0711,"2021-09-20 22:37:23.633633"
131,35,282,25.0,0.0,62.0299,0.4505,0.3917,27.9474,34.0825,1.0954,1.701,2.7964,0.0816,"2021-09-15 21:06:22.132871"
133,5,283,20.0,0.0,59.7959,0.4073,0.3912,24.3527,35.4432,0.8751,1.3621,2.2371,0.0472,"2021-09-16 04:47:29.149061"
135,6,284,23.75,0.0,59.8059,0.4675,0.3722,27.9571,31.8488,0.9887,1.6679,2.6566,0.0601,"2021-09-16 04:47:29.226928"
137,8,285,30.25,0.0,63.4419,0.4948,0.3766,31.394,32.0478,1.2742,2.1095,3.3837,0.061,"2021-09-16 22:47:09.143333"
770,5,298,25.5,0.0,61.8693,0.4269,0.4211,26.4135,35.4559,1.2012,1.6512,2.8523,0.1006,"2021-09-27 19:42:10.956305"
771,13,298,17.5,0.0,56.694,0.3983,0.3808,22.5831,34.1109,0.7454,1.2121,1.9575,0.0534,"2021-09-27 19:42:11.003886"
772,35,299,19.25,0.0,59.0,0.4283,0.3734,25.2717,33.7283,0.804,1.3493,2.1532,0.0581,"2021-09-27 19:42:11.051861"
773,4,299,26.25,0.0,65.61,0.4115,0.3782,26.9979,38.6121,1.1104,1.8259,2.9362,0.0621,"2021-09-26 16:04:19.118087"
774,6,300,19.5,0.0,58.2293,0.4884,0.3713,28.4406,29.7888,0.8098,1.3714,2.1812,0.0862,"2021-09-26 16:04:19.237622"
775,8,300,26.5,0.0,59.72,0.5,0.393,29.86,29.86,1.1649,1.7994,2.9642,0.0649,"2021-09-27 19:42:11.195572"
776,3,301,29.25,0.0,60.076,0.54,0.4062,32.441,27.635,1.3292,1.9426,3.2718,0.0373,"2021-09-26 16:04:19.504688"
777,11,301,20.25,0.0,63.0,0.4,0.3986,25.2,37.8,0.9028,1.3623,2.2651,0.0685,"2021-09-26 16:04:19.61676"
778,1,302,29.25,0.0,66.322,0.4817,0.3906,31.9451,34.3769,1.2779,1.994,3.2718,0.0583,"2021-09-27 19:42:11.336376"
779,15,302,22.25,0.0,57.8773,0.3884,0.347,22.479,35.3983,0.8636,1.6253,2.4888,0.0624,"2021-09-26 16:04:19.735714"
780,29,303,24.25,0.0,63.0,0.4383,0.3955,27.615,35.385,1.0728,1.6398,2.7125,0.0511,"2021-09-26 16:04:19.798399"
781,16,303,30.75,0.0,66.0,0.3648,0.3602,24.0794,41.9206,1.2388,2.2008,3.4396,0.0436,"2021-09-27 19:42:11.479714"
782,22,304,20.0,0.0,57.0,0.5,0.4002,28.5,28.5,0.8952,1.3419,2.2371,0.0534,"2021-09-26 16:04:19.93812"
783,21,304,23.0,0.0,59.9739,0.4339,0.3712,26.0245,33.9494,0.9549,1.6178,2.5727,0.0463,"2021-09-21 03:19:41.274864"
784,2,305,22.25,0.0,63.0,0.3827,0.3466,24.1074,38.8926,0.8625,1.6263,2.4888,0.0667,"2021-09-27 19:42:11.613553"
785,23,305,25.25,0.0,59.1613,0.3988,0.3677,23.5949,35.5664,1.0385,1.7859,2.8244,0.0407,"2021-09-26 16:04:20.128601"
786,7,306,20.25,0.0,61.0,0.43,0.3374,26.23,34.77,0.7642,1.5009,2.2651,0.0638,"2021-09-26 16:04:20.210445"
787,28,306,23.25,0.0,62.0,0.3867,0.3453,23.9748,38.0252,0.898,1.7027,2.6007,0.1016,"2021-09-27 19:42:11.753532"
788,14,307,21.25,0.0,58.4073,0.4451,0.3926,25.9965,32.4108,0.9331,1.4439,2.377,0.0881,"2021-09-26 16:04:20.371878"
789,34,307,26.75,0.0,58.118,0.52,0.3933,30.2214,27.8966,1.1769,1.8153,2.9922,0.0743,"2021-09-26 16:04:20.444986"
790,24,308,16.0,0.0,54.0,0.355,0.3448,19.17,34.83,0.617,1.1727,1.7897,0.0624,"2021-09-27 19:42:11.885797"
791,10,308,26.0,0.0,57.7673,0.46,0.3996,26.573,31.1943,1.162,1.7463,2.9083,0.0831,"2021-09-26 16:04:20.598192"
792,19,309,20.5,0.0,54.0,0.455,0.3958,24.57,29.43,0.9075,1.3856,2.2931,0.0353,"2021-09-26 16:04:20.671627"
793,25,309,24.5,0.0,63.2253,0.42,0.3902,26.5546,36.6707,1.0692,1.6713,2.7405,0.0801,"2021-09-27 19:42:12.022899"
794,33,310,28.25,0.0,65.0,0.3726,0.3711,24.2162,40.7838,1.1727,1.9872,3.16,0.0348,"2021-09-26 16:04:20.817857"
795,32,310,26.75,0.0,65.788,0.35,0.3,23.0258,42.7622,0.8977,2.0945,2.9922,0.0502,"2021-09-26 16:04:20.927061"
796,30,311,28.5,0.0,63.0,0.42,0.3733,26.46,36.54,1.1899,1.998,3.1879,0.059,"2021-09-27 19:42:12.160101"
797,20,311,27.0,0.0,63.0,0.35,0.35,22.05,40.95,1.057,1.9631,3.0201,0.1064,"2021-09-27 19:42:12.204984"
798,12,312,23.75,0.0,61.0,0.3748,0.3612,22.8612,38.1388,0.9596,1.697,2.6566,0.0174,"2021-09-27 19:42:12.249648"
799,31,312,26.75,0.0,58.296,0.5017,0.3774,29.2452,29.0508,1.1292,1.863,2.9922,0.0664,"2021-09-27 19:42:12.294051"
800,26,313,24.5,0.0,62.0,0.45,0.3574,27.9,34.1,0.9794,1.7611,2.7405,0.0391,"2021-09-27 19:42:12.338124"
801,9,313,28.0,0.0,65.3953,0.4,0.3802,26.1581,39.2372,1.1907,1.9413,3.132,0.035,"2021-09-27 19:42:12.381943"
805,4,299,26.25,0.0,65.61,0.4115,0.3782,26.9979,38.6121,1.1104,1.8259,2.9362,0.0621,"2021-09-27 19:42:11.105802"
815,21,304,22.5,0.0,57.0,0.46,0.3826,26.22,30.78,0.9628,1.554,2.5168,0.088,"2021-09-26 16:04:20.000259"
1378,5,298,25.5,0.0,61.8693,0.4269,0.4211,26.4135,35.4559,1.2012,1.6512,2.8523,0.1006,"2021-09-27 15:22:28.20048"
1379,13,298,17.5,0.0,56.694,0.3983,0.3808,22.5831,34.1109,0.7454,1.2121,1.9575,0.0534,"2021-09-27 15:22:28.261877"
1380,35,299,19.25,0.0,59.0,0.4283,0.3734,25.2717,33.7283,0.804,1.3493,2.1532,0.0581,"2021-09-27 15:22:28.321524"
1382,6,300,19.5,0.0,58.2293,0.4884,0.3713,28.4406,29.7888,0.8098,1.3714,2.1812,0.0862,"2021-09-27 19:42:11.149882"
1384,3,301,29.25,0.0,60.076,0.54,0.4062,32.441,27.635,1.3292,1.9426,3.2718,0.0373,"2021-09-27 19:42:11.23887"
1385,11,301,20.25,0.0,63.0,0.4,0.3986,25.2,37.8,0.9028,1.3623,2.2651,0.0685,"2021-09-27 19:42:11.286906"
1387,15,302,22.25,0.0,57.8773,0.3884,0.347,22.479,35.3983,0.8636,1.6253,2.4888,0.0624,"2021-09-27 19:42:11.38843"
1388,29,303,24.25,0.0,63.0,0.4383,0.3955,27.615,35.385,1.0728,1.6398,2.7125,0.0511,"2021-09-27 19:42:11.432918"
1390,22,304,20.0,0.0,57.0,0.5,0.4002,28.5,28.5,0.8952,1.3419,2.2371,0.0534,"2021-09-27 19:42:11.524072"
1391,21,304,22.5,0.0,57.0,0.46,0.3826,26.22,30.78,0.9628,1.554,2.5168,0.088,"2021-09-27 19:42:11.568855"
1393,23,305,25.25,0.0,59.1613,0.3988,0.3677,23.5949,35.5664,1.0385,1.7859,2.8244,0.0407,"2021-09-27 19:42:11.659517"
1394,7,306,20.25,0.0,61.0,0.43,0.3374,26.23,34.77,0.7642,1.5009,2.2651,0.0638,"2021-09-27 19:42:11.707825"
1396,14,307,21.25,0.0,58.4073,0.4451,0.3926,25.9965,32.4108,0.9331,1.4439,2.377,0.0881,"2021-09-27 19:42:11.798022"
1397,34,307,26.75,0.0,58.118,0.52,0.3933,30.2214,27.8966,1.1769,1.8153,2.9922,0.0743,"2021-09-27 19:42:11.840472"
1399,10,308,26.0,0.0,57.7673,0.46,0.3996,26.573,31.1943,1.162,1.7463,2.9083,0.0831,"2021-09-27 19:42:11.928869"
1400,19,309,20.5,0.0,54.0,0.455,0.3958,24.57,29.43,0.9075,1.3856,2.2931,0.0353,"2021-09-27 19:42:11.973858"
